Source,Target
33625,54768
33625,54086
1269,48634
1269,40182
1269,52044
1269,39991
48634,52471
22645,54121
22645,53974
54121,30265
54121,39366
54121,41108
54121,45296
54121,48290
54121,55751
54121,43682
54121,32464
54121,41982
3806,49301
3806,53211
3806,53250
3806,52949
49301,54226
49301,56155
8975,48506
8975,53366
8975,35836
48506,53705
48506,52955
17525,52597
17525,42714
52597,33739
52597,48040
52597,47982
52597,56840
52597,44065
18283,52227
18283,34601
52227,36586
52227,50383
52227,55442
52227,41435
12646,54122
12646,37174
12646,53149
12646,52875
12646,52315
12646,52288
12646,53068
12646,37444
12646,49653
12646,43255
12646,52437
12646,38928
54122,40291
54122,41925
54122,47916
54122,31619
54122,41410
54122,49800
54122,28873
54122,33516
54122,42669
54122,47048
54122,38124
54122,47745
54122,33504
54122,30632
54122,39025
54122,50154
54122,41727
54122,43333
54122,31166
54122,46875
54122,44759
54122,37980
54122,31579
54122,54244
54122,54877
54122,55630
54122,54509
54122,30913
54122,57485
54122,55935
54122,40463
54122,44093
54122,33017
54122,57537
54122,42620
54122,55678
54122,37704
54122,50967
54122,48919
54122,56018
54122,55056
54122,55262
54122,50296
54122,31279
54122,42119
54122,39832
54122,46397
54122,56664
21231,51895
21231,38273
21231,38295
21231,53281
21231,53683
21231,54086
51895,48276
51895,50025
51895,32146
51895,38282
51895,45947
51895,57446
51895,56552
51895,50775
12847,52352
12847,31781
52352,42192
52352,33123
52352,48074
52352,49708
52352,57220
52352,39117
52352,35618
12080,34228
12080,53101
12080,53520
34228,52897
5669,53411
5669,44166
53411,29092
53411,42674
53411,39326
53411,34208
53411,39246
53411,54953
53411,42633
53411,51697
53411,44991
16133,37992
16133,53508
16133,53156
16133,46187
37992,53237
20669,54117
20669,30422
20669,52513
54117,49825
54117,32665
54117,51721
54117,50996
54117,46983
54117,50681
54117,33245
54117,43068
54117,57495
54117,55875
54117,40555
54117,31960
54117,38668
54117,44759
11110,52493
11110,52807
11110,48384
11110,54010
11110,52511
52493,42226
52493,57156
52493,36052
15316,53768
15316,47270
15316,46104
53768,34258
53768,42903
53768,44424
53768,29578
53768,45571
53768,38909
53768,42728
53768,34134
53768,50531
53768,31435
53768,57146
53768,44605
53768,30084
53768,34688
53768,41424
53768,45069
53768,38301
53768,47331
53768,30412
9218,33849
9218,51979
33849,52322
23060,53823
23060,52546
23060,53122
23060,35913
23060,52063
23060,52460
23060,34727
53823,34562
53823,34414
53823,38437
53823,55963
8268,35495
8268,38940
8268,53791
35495,54117
19927,53312
19927,49132
19927,53256
19927,53713
19927,33454
19927,34324
19927,53657
19927,48277
53312,51161
53312,45442
5177,52678
5177,53970
5177,29912
52678,31281
52678,31642
52678,36816
52678,38202
52678,43898
52678,48051
52678,37135
52678,39292
52678,45463
52678,30698
52678,33203
52678,45706
52678,46427
52678,30762
52678,39532
52678,43947
52678,56818
52678,55569
52678,33087
52678,55648
52678,39112
52678,43452
52678,35907
52678,35691
52678,31675
52678,56486
52678,42076
52678,55848
52678,51465
52678,57077
52678,31652
52678,45819
52678,40824
52678,54210
52678,47745
52678,34611
28497,53805
53805,48123
53805,44753
53805,50471
53805,48960
53805,41841
53805,40069
53805,39276
53805,51471
53805,42633
53805,39555
53805,29760
53805,47756
53805,50289
53805,31635
53805,44152
53805,47505
53805,54834
53805,49250
53805,44996
53805,55231
53805,31652
53805,39410
53805,54978
53805,42130
53805,32827
53805,57077
53805,35997
53805,47094
53805,36356
53805,50236
53805,54225
53805,36317
53805,51746
53805,55556
53805,38947
53805,55444
25568,52790
25568,31827
25568,45190
25568,43334
25568,51987
25568,51904
25568,53858
25568,53069
25568,53192
25568,51260
25568,41408
25568,52513
25568,52492
25568,52431
52790,47274
52790,44227
52790,48402
52790,32840
52790,55110
52790,38342
52790,38206
52790,34173
52790,34091
17955,52428
17955,53171
17955,50991
17955,52625
52428,47948
52428,50911
52428,56747
6486,53331
6486,29162
6486,36375
6486,48063
53331,32773
53331,44778
53331,56882
53331,42463
53331,55155
17162,51860
17162,36725
51860,48166
51860,47990
51860,35551
51860,29496
51860,50417
51860,43401
51860,40722
51860,46466
51860,32834
51860,29467
51860,38729
51860,45639
51860,55655
51860,57117
51860,34268
51860,49644
51860,50831
51860,56629
51860,50115
51860,54253
51860,31211
51860,33323
51860,54773
51860,41399
51860,44645
51860,40052
51860,54708
18252,52905
18252,38254
18252,36290
52905,37268
52905,48660
52905,38455
52905,46746
52905,36118
52905,39214
52905,30993
52905,40126
52905,43762
52905,42228
52905,55714
52905,34371
52905,33577
52905,47796
52905,48087
52905,36491
52905,30758
52905,42532
52905,37783
52905,29642
52905,37184
27482,53950
27482,33835
27482,52831
27482,51143
27482,54112
27482,45252
53950,31771
53950,36197
53950,29614
53950,42260
53950,56306
53950,34798
5994,53008
5994,40405
5994,40001
53008,45810
53008,34672
53008,46938
53008,38424
53008,31504
53008,47659
53008,49564
53008,44621
53008,54324
9577,53104
9577,46561
9577,37336
9577,52870
9577,52668
9577,32124
9577,43248
9577,51864
53104,35783
53104,50538
53104,56659
53104,38349
19833,52361
19833,53115
19833,40499
19833,49640
19833,38078
19833,39537
19833,43553
19833,51926
19833,40247
19833,39943
52361,33856
52361,49149
52361,33096
52361,55138
52361,33071
52361,46658
805,53586
805,36233
805,52054
805,30268
53586,49336
53586,43828
53586,34251
53586,42766
21432,50470
21432,53065
21432,45278
21432,39703
50470,52801
50470,53482
50470,52960
22925,52347
22925,48881
52347,48896
52347,48159
52347,38067
52347,35853
52347,29322
52347,32308
52347,42622
52347,46819
52347,48902
52347,33798
52347,42335
52347,32263
52347,45933
52347,43973
52347,35593
52347,35758
52347,36029
52347,51219
52347,29932
52347,55412
52347,35485
52347,35994
52347,40296
52347,37536
52347,49787
52347,32695
52347,41592
52347,34044
52347,35257
52347,49061
52347,43221
52347,30507
52347,51162
52347,33475
52347,44658
52347,30436
52347,47581
6430,49046
6430,51855
6430,53459
49046,53055
49046,54168
49046,53360
8790,52801
8790,53715
8790,32311
52801,34898
52801,39491
52801,48119
52801,32064
52801,31130
52801,43277
52801,44265
52801,55251
52801,31271
19199,52341
19199,43157
19199,53499
52341,44311
52341,45963
52341,30786
52341,40781
52341,31738
52341,42711
52341,37988
52341,48619
52341,45013
52341,39835
52341,36594
52341,30493
52341,44002
52341,48903
52341,36192
52341,36704
52341,32582
52341,30071
52341,48977
52341,29432
52341,34739
52341,31278
52341,41148
52341,36191
52341,51674
52341,29439
52341,41603
52341,29965
52341,56456
52341,37846
52341,42958
52341,47267
52341,56268
52341,33761
52341,39996
52341,29657
52341,36313
52341,40502
52341,39328
52341,30376
52341,42054
52341,33123
52341,57476
52341,57265
52341,40628
52341,44515
52341,47517
52341,40421
52341,38926
52341,50011
52341,50933
52341,30975
52341,33795
52341,37244
52341,40730
52341,39583
52341,41054
4422,30878
4422,52019
4422,36088
4422,52706
30878,52264
7690,34625
7690,53739
34625,56300
34625,54041
26713,35350
26713,53857
26713,38213
26713,47097
26713,52961
26713,43765
26713,29569
26713,40294
26713,53344
35350,53015
25231,52981
25231,49467
25231,53380
52981,49477
52981,45147
52981,32265
52981,54622
52981,51519
16124,29111
16124,52360
29111,54585
29111,51871
24114,45679
24114,54105
45679,55899
45679,52139
45679,55020
27374,51858
27374,39028
51858,45039
51858,34736
51858,43866
51858,38282
51858,48354
51858,35197
51858,56430
51858,54202
51858,49021
51858,35241
51858,55526
51858,56187
51858,30587
51858,55688
51858,56584
51858,42836
51858,55765
51858,55402
51858,47977
51858,50846
4808,50694
4808,53421
50694,53159
50694,56255
50694,53057
10848,52432
10848,39801
52432,50257
52432,44589
52432,50410
52432,39391
52432,34232
52432,48420
52432,49906
52432,47681
52432,32432
52432,33397
52432,54734
52432,49439
52432,42540
52432,45051
52432,34253
52432,32114
52432,33766
52432,40263
52432,50239
19917,36097
19917,53388
19917,39323
19917,52401
19917,52906
19917,32436
19917,54040
36097,53407
19385,38843
19385,53351
38843,53491
19502,31300
19502,54107
31300,54379
31300,52583
24727,52277
24727,40933
24727,52432
24727,35312
52277,37212
52277,36050
52277,40832
52277,45049
52277,35366
52277,35650
52277,49962
52277,48023
52277,44860
52277,36444
52277,29984
52277,47037
52277,43760
52277,48502
52277,29505
52277,33175
52277,30804
52277,41744
52277,45995
52277,48980
52277,36465
52277,40339
52277,37120
52277,41900
52277,46256
52277,33446
52277,37144
52277,46386
52277,48304
52277,50794
52277,40093
52277,33154
52277,42447
52277,33259
52277,35070
52277,44719
52277,49025
52277,31951
52277,51816
52277,37836
52277,46840
52277,50565
52277,30535
52277,46059
52277,51699
52277,45115
52277,41139
52277,39103
52277,47624
52277,48804
52277,48806
52277,47721
52277,31388
52277,41836
52277,45904
52277,50935
52277,33022
52277,38732
52277,48895
52277,29355
52277,40314
52277,39347
52277,41122
52277,54551
52277,56666
52277,41187
52277,38285
52277,57147
52277,31732
52277,32291
52277,42806
52277,31453
52277,44831
52277,56825
52277,34682
52277,32771
52277,57121
52277,50424
52277,56777
52277,49753
52277,29868
52277,55416
52277,29016
52277,31899
52277,41250
52277,56063
52277,35350
52277,50307
52277,47949
52277,45610
52277,54545
52277,35672
52277,48773
52277,30133
52277,41842
52277,47210
52277,43530
52277,33225
52277,55413
52277,44211
52277,43638
52277,38471
52277,35079
52277,42663
52277,57458
52277,37536
52277,56960
52277,36123
52277,48239
52277,49082
52277,43134
52277,45862
52277,56119
52277,35148
52277,51028
52277,55266
52277,34699
52277,44240
52277,47966
52277,48962
52277,56261
52277,39390
52277,33540
52277,30202
52277,30314
52277,55311
52277,57031
52277,29709
52277,43653
52277,43000
52277,55010
52277,51386
52277,44631
52277,56395
52277,38666
52277,38722
52277,55539
52277,51663
52277,50152
52277,29694
52277,29144
52277,40141
52277,45592
52277,36928
8535,52123
8535,52611
8535,37412
8535,53297
52123,44034
52123,45750
52123,45277
52123,30178
52123,44638
52123,44399
52123,29573
52123,49968
52123,41988
52123,35408
52123,44084
52123,46415
52123,48454
52123,47690
52123,32572
52123,54749
52123,42170
52123,46445
52123,37171
52123,29727
52123,37803
52123,46370
52123,40794
52123,46029
52123,46428
52123,44440
23811,35063
23811,53741
35063,52394
6672,52051
6672,38029
6672,52194
6672,40512
6672,40115
6672,53051
6672,33628
6672,34922
6672,52972
6672,53540
52051,40040
52051,35779
52051,40991
52051,44284
52051,38754
52051,48292
52051,42214
52051,39030
52051,56695
5063,53403
5063,33950
53403,49804
53403,41996
53403,44279
53403,36486
53403,42809
53403,47478
53403,33573
53403,31629
53403,32043
53403,49031
53403,44183
53403,32827
53403,35729
53403,31149
53403,32876
53403,45036
53403,35633
53403,33316
53403,39999
53403,32727
53403,43750
53403,30438
53403,51451
53403,38974
53403,30906
53403,37896
53403,43831
53403,51819
53403,36182
53403,41842
53403,38835
53403,30740
53403,40076
53403,37574
53403,33565
53403,42744
53403,51052
53403,44833
53403,35173
53403,35224
53403,45555
53403,50531
53403,47545
53403,33524
53403,34169
53403,49373
53403,50965
53403,35904
53403,44484
53403,48499
53403,51110
53403,41737
53403,39027
53403,38303
53403,43234
53403,39772
53403,36212
53403,41132
53403,30060
53403,48683
53403,35514
53403,39627
53403,35710
53403,41151
53403,39936
53403,46879
53403,43838
53403,36032
53403,31384
53403,51291
53403,31266
53403,49051
53403,45935
53403,40647
53403,51084
53403,51562
53403,31381
53403,46098
53403,46029
53403,51443
53403,46545
53403,56028
53403,46199
53403,54364
53403,46172
53403,44021
53403,34051
53403,56969
53403,34465
53403,57504
53403,37655
53403,51669
53403,39770
53403,56942
53403,48632
53403,55232
53403,35231
53403,31454
53403,54772
53403,32050
53403,42633
53403,41218
53403,54221
53403,49790
53403,32610
53403,39892
53403,56834
53403,40374
53403,31052
53403,47186
53403,54188
53403,37707
53403,47616
53403,55829
53403,33736
53403,32991
53403,56102
53403,56121
53403,32640
53403,54774
53403,35886
53403,55592
53403,46055
53403,47623
53403,54642
53403,35195
53403,29008
53403,48928
53403,54438
53403,50316
53403,50596
53403,44448
53403,54315
53403,47803
53403,44453
53403,35924
53403,57225
53403,34577
53403,51020
53403,56509
53403,50867
53403,29514
53403,56594
53403,34863
53403,55454
53403,37765
53403,48662
53403,48283
53403,54410
53403,46486
53403,54286
53403,49061
53403,43537
53403,39940
53403,48337
53403,57506
53403,35718
53403,37531
53403,36552
53403,55641
53403,50089
53403,39357
53403,30397
53403,47907
53403,31135
53403,39789
22157,53618
22157,37871
53618,30890
53618,32897
53618,29513
53618,29498
53618,54351
53618,55039
27203,54094
27203,41862
27203,52318
27203,33832
27203,33496
27203,54133
54094,38437
54094,37737
54094,54526
54094,36989
54094,48114
54094,31729
16163,53252
16163,34318
16163,39538
53252,38061
53252,34815
53252,35114
53252,37972
53252,51054
53252,49684
53252,46938
53252,42984
53252,43537
53252,56895
53252,57072
53252,42094
53252,39569
53252,54443
53252,29091
53252,39448
53252,34874
53252,34056
53252,54235
53252,46889
8576,52290
8576,50571
8576,52363
8576,49167
8576,32344
52290,32200
52290,43784
52290,49212
52290,31702
52290,45122
52290,30538
52290,33021
52290,48472
52290,34704
52290,33343
52290,30739
52290,45132
52290,32687
52290,51576
52290,51171
52290,50255
52290,39404
52290,36190
52290,29630
52290,36615
52290,48404
52290,56916
52290,57501
52290,48473
8860,53908
8860,31573
53908,35277
53908,38752
53908,30250
53908,32187
53908,49775
53908,56357
53908,54958
7510,53383
53383,48231
53383,48893
53383,37561
53383,36271
53383,36334
53383,39996
53383,44155
53383,45406
53383,50426
53383,46975
53383,45835
53383,41880
53383,32604
53383,49993
53383,47721
53383,48024
53383,56650
53383,28903
53383,31847
53383,43403
53383,40330
53383,31345
53383,29804
53383,56229
53383,43952
53383,43377
53383,34440
53383,35559
53383,51114
53383,36367
53383,57243
53383,43818
53383,34273
53383,42307
7415,53941
7415,30246
7415,37359
53941,34536
53941,49718
53941,38589
53941,35769
53941,37737
53941,36832
53941,41012
53941,45057
53941,45632
53941,36299
53941,36336
53941,31078
53941,37038
53941,51746
53941,42185
53941,36600
53941,37761
53941,44906
53941,37028
53941,55493
53941,55964
53941,44784
53941,56705
53941,55265
53941,54404
53941,50778
53941,48834
53941,54908
53941,56089
53941,41901
53941,38391
53941,39689
53941,50069
53941,29298
53941,48699
53941,51690
53941,30559
53941,33024
53941,30943
53941,38375
53941,46309
53941,47679
53941,51364
53941,37386
17154,38706
17154,52682
38706,56665
5060,46958
5060,53167
46958,57089
46958,56362
46958,52265
46958,53219
17924,53413
17924,38637
53413,33314
53413,37617
53413,48553
53413,46922
53413,55113
53413,51793
53413,50203
53413,54247
53413,43664
53413,36750
53413,45488
22075,52513
22075,33311
22075,37838
22075,53758
22075,53826
52513,38884
52513,42604
52513,49252
52513,47737
52513,51471
52513,30400
52513,31610
52513,40716
52513,36807
52513,32633
52513,49416
52513,47856
52513,49140
52513,29619
52513,42824
52513,42580
52513,36317
52513,45168
52513,33665
52513,35904
52513,36204
52513,35927
52513,31766
52513,51040
52513,32886
52513,47250
52513,46053
52513,42334
52513,37761
52513,29760
52513,32925
52513,33274
52513,31281
52513,55056
52513,44179
52513,48160
52513,54579
52513,56701
52513,55877
52513,37899
52513,33501
52513,56405
52513,30178
52513,55179
52513,38347
52513,57245
52513,32711
52513,56489
52513,51670
52513,40152
52513,43866
52513,55609
52513,43423
52513,45636
52513,41875
52513,35593
52513,50761
52513,54460
22870,53318
22870,41480
22870,52466
53318,43778
53318,28863
53318,50639
53318,29485
53318,46187
53318,31368
53318,35526
53318,44709
53318,33470
53318,30552
53318,51523
53318,40980
53318,56383
53318,48790
53318,55795
53318,57500
53318,56557
53318,40968
53318,54953
53318,56155
53318,30681
53318,54253
53318,55302
16267,52540
16267,51497
52540,39487
52540,34672
52540,47868
52540,37217
52540,37578
52540,46352
52540,41098
52540,34313
52540,54393
52540,56415
52540,34715
52540,55060
52540,40860
52540,43848
52540,37841
52540,31774
52540,43161
52540,44057
3369,47357
3369,53827
3369,53398
3369,52407
3369,54103
3369,53700
3369,34241
47357,53822
4353,53152
4353,48534
4353,52034
53152,46883
53152,41099
53152,29796
53152,49109
53152,51016
53152,45258
53152,38665
53152,38766
53152,44969
53152,34407
53152,41026
53152,45321
53152,30990
53152,44820
53152,37711
53152,46880
53152,57540
53152,49604
53152,57589
53152,50671
53152,31307
53152,45093
53152,43273
53152,34268
861,53953
861,52295
861,45429
861,52371
861,53839
861,53094
861,51174
53953,50868
10780,29610
10780,39579
10780,53985
10780,53038
29610,54516
23942,52988
23942,39041
52988,39659
52988,42492
52988,39841
52988,33193
52988,48627
52988,50345
52988,36843
52988,34480
52988,39702
52988,41400
52988,56469
52988,37187
52988,56839
4341,48802
4341,53214
4341,53852
48802,52896
48802,57224
48802,56855
13538,36867
13538,52157
36867,53024
1213,51832
1213,31189
1213,39504
51832,37202
51832,51077
51832,42896
51832,39413
51832,47678
51832,40624
51832,44683
51832,41310
51832,56773
51832,32856
51832,55180
51832,32476
51832,44591
10376,52434
10376,34867
52434,46420
52434,41228
52434,34011
52434,31298
52434,40241
52434,56208
52434,56130
2752,52640
2752,29457
2752,53766
52640,38206
52640,31271
52640,34454
52640,39372
52640,46774
52640,38691
52640,41485
52640,28820
52640,51459
52640,36906
52640,37789
52640,49403
52640,42483
52640,32677
52640,47935
52640,32599
52640,29582
52640,50673
52640,47964
52640,51409
52640,38151
52640,33175
52640,42927
52640,29709
52640,49629
52640,45136
52640,43095
52640,43277
52640,48024
52640,39168
52640,37783
52640,35297
52640,35520
52640,49851
52640,32830
52640,39693
52640,50265
52640,43950
52640,34307
52640,41070
52640,48423
52640,33760
52640,39449
52640,49576
52640,47666
52640,42308
52640,38501
52640,40346
52640,36206
52640,33623
52640,32724
52640,31726
52640,44245
52640,35256
52640,30070
52640,38294
52640,40423
52640,42053
52640,49286
52640,51467
52640,33526
52640,46445
52640,31454
52640,49360
52640,32931
52640,33469
52640,39439
52640,54372
52640,35540
52640,56702
52640,45749
52640,38846
52640,47430
52640,56147
52640,28848
52640,55131
52640,30942
52640,44244
52640,56542
52640,48933
52640,39657
52640,57338
52640,43630
52640,49804
52640,49364
52640,48901
52640,39991
52640,38741
52640,37847
52640,50422
52640,44490
52640,38915
52640,44096
52640,51374
52640,46998
52640,32011
52640,45355
52640,51425
52640,42955
52640,48616
52640,54260
52640,38933
52640,36945
52640,49993
52640,33095
52640,54800
52640,36674
52640,54593
52640,44123
52640,33147
52640,30107
52640,34423
52640,54506
52640,42015
52640,40709
52640,36988
52640,46245
52640,51591
52640,29621
52640,32421
52640,35573
52640,48354
52640,43685
52640,45961
52640,51430
52640,56279
52640,44049
52640,41547
52640,35909
52640,35526
52640,33167
52640,57308
52640,43713
52640,30231
52640,42746
52640,55515
52640,51639
52640,48271
52640,57207
52640,29876
52640,57446
52640,49123
52640,36763
52640,42928
52640,55246
52640,49799
52640,39200
52640,56594
52640,35195
52640,55302
52640,42728
52640,56930
52640,50895
52640,49013
52640,44318
52640,48786
52640,57360
37687,57279
3651,38035
3651,52708
38035,55502
38035,52195
7837,33956
7837,53317
33956,52745
15819,53189
15819,35873
15819,52496
15819,32526
15819,47164
53189,41200
53189,46325
53189,40028
53189,40599
53189,42023
53189,46644
53189,42742
53189,51077
53189,47378
53189,34365
53189,56902
53189,47027
53189,32052
53189,38687
53189,48072
53189,56521
53189,40862
53189,33859
53189,32152
53189,43893
8393,51932
8393,43994
51932,39594
51932,37571
51932,36955
51932,29498
51932,47764
51932,57568
51932,55035
51932,34954
51932,32014
51932,50565
19068,53486
19068,44539
53486,32027
53486,31808
53486,30782
53486,34942
53486,50764
53486,47657
53486,36490
53486,55260
53486,40854
53486,39918
53486,40828
53486,39606
53486,44340
53486,33653
6016,32591
6016,54078
6016,53090
6016,52650
6016,42679
6016,53429
6016,52569
32591,56034
17175,52630
17175,49642
52630,45281
52630,37741
52630,40574
52630,56931
4226,53650
4226,36916
4226,36188
4226,51728
4226,43544
4226,52470
4226,53702
4226,52201
53650,42554
53650,42774
53650,43610
53650,42942
53650,31122
53650,30771
53650,56553
53650,41643
53650,39289
20240,44992
20240,51855
44992,56287
27082,52523
27082,48319
27082,31103
27082,34759
27082,48674
27082,39335
27082,32026
27082,53394
27082,52089
27082,53173
52523,50839
52523,42904
52523,56598
52523,39229
3489,53374
3489,50415
3489,53467
3489,52737
53374,41828
53374,36451
53374,32642
53374,40293
53374,56862
53374,54562
53374,36311
53374,39147
16303,51947
16303,40462
51947,42847
51947,50811
51947,29326
51947,31791
51947,29115
51947,33357
51947,35472
51947,40058
51947,38760
51947,30380
51947,36596
51947,29058
51947,39856
51947,54546
51947,36116
51947,28877
51947,35152
51947,34558
51947,42486
51947,45358
51947,29236
15720,51420
15720,51998
15720,53501
15720,53109
15720,54002
15720,52845
15720,54047
51420,56498
51420,56207
1230,53289
1230,49652
1230,51982
53289,37778
53289,54213
22602,52456
22602,31816
22602,53638
52456,36175
52456,40304
52456,31774
52456,30432
52456,44339
52456,38110
52456,51196
52456,50353
52456,30568
52456,57217
52456,47156
52456,36313
52456,56826
11639,53017
11639,35556
53017,49005
53017,35251
53017,29841
53017,35972
53017,39253
53017,45179
53017,49748
53017,46762
53017,41138
53017,49296
53017,38704
53017,54433
53017,56334
53017,48754
53017,41771
53017,48102
53017,56758
10159,53374
10159,47607
13052,30831
13052,49101
13052,32475
13052,52903
13052,53549
30831,56677
4815,52857
4815,50968
4815,53575
52857,37708
52857,36622
52857,45347
52857,43163
52857,30987
52857,55423
52857,29291
52857,55599
52857,45725
52857,37945
52857,30490
52857,39185
52857,55318
52857,45884
52857,54675
52857,56368
12398,52958
12398,44855
12398,52837
52958,29030
52958,38182
52958,43941
52958,33371
52958,31492
52958,44126
52958,46192
52958,40150
52958,39382
52958,48804
52958,54349
52958,56248
52958,32011
52958,49350
52958,34679
52958,54352
52958,48153
52958,35064
52958,46720
4605,53882
4605,52853
4605,45335
4605,53959
53882,50931
53882,44990
53882,31147
53882,44259
53882,30211
53882,48045
53882,46533
53882,55542
53882,44412
9356,42704
9356,52888
9356,52006
42704,54008
2001,53706
2001,52496
2001,37119
53706,38612
53706,41636
53706,37396
53706,37993
53706,51745
53706,32462
53706,32144
53706,32675
53706,51308
53706,46470
53706,54851
53706,40301
53706,38174
53706,33980
53706,37661
53706,42505
53706,50074
53706,45386
53706,30218
20530,53464
20530,29623
53464,29244
53464,32037
53464,55506
53464,55547
11213,52255
11213,33362
11213,52449
11213,36557
11213,52195
11213,53769
11213,52510
11213,53039
11213,40150
11213,52278
52255,49173
52255,54453
52255,55483
52255,50935
52255,37094
52255,42786
8312,53942
8312,45319
8312,30555
8312,35724
8312,30348
8312,52048
8312,53058
8312,52038
53942,39290
53942,46806
53942,39169
53942,43263
53942,50626
53942,31205
53942,55933
9777,54003
9777,47540
9777,52972
9777,49190
54003,34435
54003,31454
54003,40430
54003,43541
54003,45441
54003,32106
54003,56309
18685,45678
18685,53029
18685,32050
45678,56231
8102,52563
8102,30090
8102,53647
52563,46705
52563,49982
52563,40841
52563,34814
52563,42821
52563,44860
52563,37534
52563,45022
52563,42296
52563,35471
52563,29430
52563,40968
52563,55726
52563,47443
52563,29403
52563,31491
52563,34601
52563,50770
22731,53845
22731,29897
53845,37960
53845,29810
53845,46686
53845,46864
53845,49581
53845,37795
53845,47390
53845,56665
53845,49878
53845,43166
53845,41512
53845,36945
26481,33231
26481,53872
26481,32691
33231,52713
33231,53977
33231,52194
5003,53761
5003,33356
53761,29241
53761,54596
28131,38558
28131,52345
28131,52653
28131,44548
28131,52597
38558,53012
38558,55047
23813,53659
23813,48738
53659,45206
53659,45961
53659,30055
53659,50028
53659,46964
53659,47210
53659,36026
53659,42085
53659,31834
53659,37535
53659,41058
53659,56516
53659,41348
53659,39000
53659,40388
53659,49586
53659,37046
53659,50387
10299,35965
10299,53942
10299,53037
35965,52719
23650,32642
23650,52394
23650,53456
23650,54010
23650,32602
23650,38459
32642,52720
32642,53130
32642,56812
28565,53736
28565,49009
28565,53365
28565,53717
53736,36455
53736,40399
53736,37547
53736,30182
53736,54706
53736,35446
53736,35415
5012,53533
5012,31833
53533,43776
53533,55181
26622,46610
26622,52343
46610,52084
4506,53851
4506,53815
4506,49815
4506,40871
4506,48232
53851,34349
53851,43997
53851,54521
23135,53675
23135,39495
23135,38728
53675,32511
53675,47893
53675,30610
53675,38732
53675,51251
53675,38026
53675,41667
53675,31428
53675,49929
53675,40412
53675,44363
53675,29631
53675,39550
53675,57398
53675,54800
53675,49009
53675,38845
53675,54275
53675,39714
53675,30015
53675,57347
53675,40305
4654,49620
4654,52165
4654,52510
49620,51876
49620,51880
22198,52335
22198,36316
52335,46403
52335,41769
52335,36763
52335,41192
52335,33273
52335,54594
52335,44600
52335,39894
52335,36195
52335,31048
52335,43994
52335,36203
18092,44405
18092,39382
