Source,Target
52382,36260
12170,32997
12170,51971
12170,36436
32997,52564
20266,52633
20266,47388
20266,53267
20266,53783
52633,48917
52633,45681
52633,36462
52633,32107
52633,40131
52633,38444
52633,47125
52633,34648
52633,47633
52633,29178
52633,33795
52633,34554
52633,50809
52633,50146
52633,56314
52633,56712
52633,41449
52633,44416
52633,54980
52633,42407
52633,30824
52633,54752
52633,42575
52633,57516
52633,47948
52633,51326
52633,42232
52633,34969
52633,45497
52633,35189
52633,32355
10776,52688
10776,36207
10776,34645
10776,48582
10776,48039
52688,41520
52688,42958
52688,37740
52688,39378
52688,56286
52688,48402
52688,54840
52688,33204
2314,54120
2314,46800
54120,37771
54120,51784
54120,55275
54120,57330
54120,46113
54120,35279
17194,54027
17194,44710
17194,52595
54027,35016
54027,33226
54027,29981
54027,31912
54027,30086
54027,55099
54027,42495
54027,57416
54027,45286
54027,48676
23629,53263
23629,29199
23629,52154
53263,46533
17602,48945
17602,52049
17602,52853
17602,53531
48945,53900
17525,52597
17525,42714
17525,30886
17525,48378
17525,53019
52597,51217
52597,38117
52597,56840
52597,49397
52597,30169
52597,36231
25291,52426
25291,36763
52426,38105
52426,51523
52426,38197
52426,28981
52426,29796
52426,44865
52426,39142
52426,35146
52426,49227
52426,50357
52426,40825
52426,55976
52426,30284
52426,54955
52426,43503
52426,38187
52426,40851
52426,37671
52426,29020
52426,48370
52426,44614
52426,41397
116,53702
116,49401
116,39019
116,39962
53702,45046
53702,40817
53702,44297
53702,30270
53702,50341
53702,50794
53702,31301
53702,32712
53702,51319
53702,54613
53702,30347
53702,41967
53702,31401
53702,48407
53702,49847
53702,54574
53702,55950
53702,34304
3872,52495
3872,47159
3872,34711
52495,41632
52495,33498
52495,30887
52495,55782
52495,35699
52495,46903
52495,38524
52495,31617
52495,54148
52495,32988
52495,45217
52495,36974
52495,48258
52495,39208
10038,37474
10038,53644
10038,52686
37474,54887
37474,52350
37474,54381
37474,53720
37474,52421
22450,45751
22450,53531
22450,45634
22450,52551
22450,45166
22450,52774
22450,47531
22450,41523
45751,52526
20971,52452
20971,33421
20971,51897
52452,50945
52452,46052
52452,56329
1197,53382
1197,32377
1197,52593
1197,46323
1197,53699
1197,33258
53382,34210
53382,30293
53382,48509
53382,42215
53382,32249
53382,42184
53382,43348
53382,43127
53382,57406
53382,46397
53382,38014
53382,40548
2226,52236
2226,53077
2226,52624
2226,53191
2226,35039
52236,43608
52236,43666
52236,47788
52236,33571
52236,29878
52236,47224
52236,54539
52236,49874
52236,34578
52236,43643
52236,44505
52236,34650
52236,42813
52236,44061
28632,54083
28632,53399
28632,40797
28632,52762
28632,53554
28632,52835
28632,33512
28632,29722
28632,52162
54083,38068
54083,34505
54083,43204
54083,34871
54083,44204
54083,36545
54083,34883
54083,56432
54083,33980
54083,54295
54083,48007
54083,42720
54083,45700
54083,44457
54083,44295
54083,37276
54083,57478
54083,30695
54083,48808
54083,56916
10691,36223
10691,52486
10691,52259
10691,53757
36223,53586
36223,53722
36223,55066
16710,54073
16710,31806
16710,52597
54073,48835
54073,39424
54073,42514
54073,31055
54073,51708
54073,50684
54073,54950
54073,34414
54073,49113
11963,29704
11963,52047
29704,53683
6907,53179
6907,40590
6907,53900
6907,42470
6907,37371
27188,53098
27188,36887
27188,53052
27188,38003
27188,52215
53098,37507
53098,38378
53098,49377
53098,46842
53098,48497
53098,39016
53098,47332
53098,35775
53098,51793
53098,47384
53098,49684
53098,30669
53098,34489
53098,41076
53098,51353
53098,30507
53098,40802
53098,43961
53098,35612
53098,42128
53098,34218
53098,34830
53098,30322
53098,48908
53098,49479
53098,31947
53098,57347
53098,36393
53098,46109
53098,57091
53098,46875
53098,49065
53098,56858
53098,29202
53098,30739
53098,45032
53098,55458
53098,44608
53098,47260
53098,55519
53098,42995
53098,38348
53098,29659
53098,32974
53098,55548
53098,28975
53098,54182
53098,44864
53098,32275
53098,28976
53098,40220
53098,48810
53098,39809
20904,35736
20904,53035
20904,49072
35736,54908
35736,53238
20288,53686
20288,36339
53686,33590
53686,39800
53686,29848
53686,34341
53686,54356
12680,52800
12680,53354
12680,29855
52800,41115
52800,50571
12575,53954
12575,52301
12575,41041
53954,40259
53954,38606
53954,37822
53954,37713
53954,55821
53954,55329
53954,37241
53954,57270
53954,56000
53954,37647
53954,35244
348,53731
348,52893
348,52864
348,40840
53731,31506
53731,42555
53731,46030
53731,47003
53731,34024
53731,55213
53731,45046
5327,54028
5327,51041
5327,31150
5327,53040
54028,32230
54028,40901
54028,55812
13340,52078
13340,39533
52078,30456
52078,31969
52078,43134
52078,51696
52078,42127
52078,57085
52078,56155
52078,49060
52078,42591
52078,56547
22474,54020
22474,39399
54020,32269
54020,34850
54020,45551
54020,50516
54020,37195
54020,28803
54020,42995
54020,32246
54020,42740
54020,43887
54020,48884
54020,56602
54020,54593
54020,54801
54020,33011
54020,54632
54020,50282
54020,54680
54020,46051
54020,51309
54020,39007
714,32492
714,52101
714,30304
714,34118
714,53691
714,52014
714,53395
32492,56545
32492,53897
3469,46334
3469,52526
46334,52074
46334,51915
46334,56445
4937,52767
4937,37596
4937,52424
4937,34331
4937,44038
4937,49811
4937,34062
52767,50881
52767,51820
52767,38078
52767,55711
52767,56737
12708,51871
12708,42785
12708,48430
16319,51834
16319,45829
16319,32145
16319,53173
51834,42942
51834,43129
51834,34966
51834,33369
51834,35049
51834,50310
51834,31192
51834,48309
51834,50977
51834,30713
51834,54209
51834,42759
51834,45377
51834,33264
51834,36035
51834,39302
51834,39799
51834,54263
51834,56742
51834,45478
51834,36267
51834,35957
1688,50318
1688,53167
1688,53159
50318,56198
1657,52368
1657,52128
1657,34217
1657,40860
52368,33565
52368,31135
52368,37467
52368,31864
52368,36067
52368,41518
52368,48234
52368,33475
52368,35595
52368,39432
52368,35384
52368,57334
52368,29820
52368,54499
52368,33678
52368,29382
52368,56932
52368,41104
52368,56224
52368,54818
52368,32547
52368,41080
52368,45819
52368,43418
52368,30689
52368,56327
52368,55924
52368,51394
52368,42341
7136,51393
7136,53258
51393,52056
15611,53053
15611,40459
53053,36737
53053,29201
53053,41343
53053,49004
53053,36823
53053,36767
53053,28970
53053,31627
53053,32710
53053,45274
53053,40601
53053,50764
53053,49779
53053,34139
53053,46017
53053,46549
53053,43749
53053,50068
53053,49558
53053,34388
53053,34218
53053,37908
53053,33010
53053,32774
53053,29030
53053,32758
53053,34043
53053,40336
53053,36303
53053,42000
53053,30304
53053,45040
53053,50400
53053,37009
53053,37323
53053,33299
53053,34320
53053,46835
53053,41142
53053,38251
53053,50872
53053,45224
53053,31673
53053,40793
53053,29468
53053,47471
53053,51231
53053,35821
53053,33349
53053,40057
53053,34843
53053,47344
53053,32755
53053,44515
53053,49218
53053,35854
53053,42251
53053,41533
53053,38908
53053,42981
53053,36029
53053,57439
53053,38305
53053,55621
53053,55714
53053,46762
53053,54941
53053,50179
53053,49670
53053,55839
53053,37506
53053,34602
53053,54268
53053,48356
53053,32585
53053,32140
53053,49209
53053,50684
53053,30152
53053,56088
53053,29227
53053,42432
53053,39291
53053,54520
53053,41306
53053,37872
53053,56259
53053,55892
53053,31510
53053,38744
53053,45841
53053,47888
53053,34747
53053,48229
53053,35646
53053,36305
53053,30643
53053,55514
53053,50159
53053,56119
53053,45330
53053,48491
53053,56923
53053,42196
53053,37195
53053,43776
53053,34397
53053,35200
53053,56429
53053,46385
53053,30024
53053,51645
53053,39820
53053,48345
53053,57200
53053,39688
53053,33812
53053,36641
53053,31904
53053,30138
53053,36074
53053,57412
53053,49871
53053,29290
53053,46710
53053,48094
53053,36317
53053,54899
53053,36780
53053,41149
53053,36467
53053,30955
53053,38805
53053,56560
53053,38512
21336,54129
21336,34403
21336,52412
54129,40847
54129,47970
54129,34340
54129,39361
54129,56590
54129,54813
54129,54498
11326,53234
11326,44064
11326,53670
11326,38154
53234,34970
53234,36134
53234,37996
53234,56277
21694,53160
21694,49945
21694,52588
21694,52197
53160,37441
53160,47726
53160,54520
53160,49203
20134,53284
20134,35875
53284,32611
53284,34156
53284,45705
53284,54895
53284,39619
13195,53535
13195,40668
13195,32618
13195,52669
53535,47014
53535,34356
53535,49824
53535,49258
53535,50099
53535,46085
53535,40737
53535,56358
53535,39366
53535,30095
53535,40672
53535,30563
10437,34509
10437,46812
10437,52934
34509,52038
28312,53245
28312,47253
53245,49014
53245,56426
53245,47689
13788,53007
13788,41723
53007,40696
53007,41353
53007,47357
53007,30831
53007,57409
53007,40045
53007,49535
1210,30230
1210,52266
1210,44475
1210,40241
1210,41505
1210,53979
1210,51235
1210,50660
1210,52665
30230,52146
6969,52039
6969,30159
52039,51692
52039,47834
52039,50345
52039,49942
52039,32944
52039,30075
52039,54683
52039,41216
52039,43829
52039,39150
52039,57112
52039,31261
52039,33672
52039,45150
23241,37406
23241,52542
23241,53014
37406,57494
21954,52320
21954,33537
21954,48815
21954,37933
52320,31025
52320,36912
52320,31750
52320,40939
52320,42821
52320,56947
52320,56209
52320,34352
52320,56119
52320,34030
52320,33988
52320,48904
52320,51405
14274,42654
14274,53747
14274,39050
42654,55350
42654,53069
17847,53314
17847,39705
53314,29566
53314,31968
53314,30952
53314,36641
53314,37500
53314,37474
53314,41871
53314,51790
53314,41870
53314,33508
53314,30147
53314,42335
53314,43248
53314,46386
53314,45944
53314,37395
53314,35907
53314,50192
53314,33685
53314,37163
53314,31200
53314,54719
53314,34068
53314,44010
53314,32359
53314,30506
53314,40647
53314,57580
53314,55067
53314,33228
53314,55924
53314,57547
53314,41859
53314,56795
53314,54599
53314,47732
53314,35797
53314,56924
53314,42776
53314,54221
53314,34888
53314,46283
53314,55413
27768,48725
27768,41550
27768,53710
48725,56417
21207,52386
21207,50997
21207,52817
21207,36174
21207,35050
21207,53173
21207,52363
21207,52096
21207,42247
21207,41705
21207,53802
52386,46195
52386,49489
52386,36879
52386,49603
52386,44241
52386,45711
52386,33743
52386,30460
52386,48186
52386,44409
52386,47039
52386,46144
52386,30169
52386,50821
52386,48522
52386,41295
52386,39796
52386,36435
52386,46193
52386,33764
52386,35716
52386,35677
52386,30186
52386,38751
52386,35548
52386,34338
52386,36129
52386,51303
52386,30083
52386,29498
52386,29014
52386,56245
52386,31572
52386,44644
52386,55287
52386,47717
52386,55423
52386,32805
52386,54244
52386,47324
52386,31853
52386,35404
52386,40985
52386,31688
52386,40909
52386,46417
52386,54417
52386,39488
52386,50888
52386,38772
52386,41605
52386,36355
52386,37327
52386,31554
52386,38472
52386,50111
52386,44545
52386,33253
52386,55466
52386,40178
52386,36476
52386,49337
52386,56888
52386,56198
52386,34727
52386,47813
52386,40888
52386,49761
52386,42020
52386,42001
52386,54162
52386,48059
18901,53823
18901,50423
18901,54094
18901,52252
18901,41120
18901,53516
18901,53740
53823,34562
53823,46824
53823,55963
28174,52305
28174,53239
28174,43596
28174,43805
28174,32467
52305,32898
52305,36590
52305,49998
52305,49261
52305,28990
52305,43354
52305,38625
52305,33410
52305,38414
52305,32161
52305,30883
52305,39258
52305,55792
52305,43007
52305,41595
52305,49992
52305,35009
52305,44929
52305,45831
52305,46868
17608,52772
17608,42199
17608,53563
52772,35948
52772,33752
170,53749
170,47473
53749,40620
53749,36591
53749,40169
53749,48836
53749,47813
53749,37360
53749,55561
53749,55289
53749,37198
53749,35295
53749,44807
53749,29968
53749,34460
53749,33345
7692,38552
7692,52481
7692,52365
7692,51875
7692,52114
7692,36841
7692,34924
7692,52825
38552,57094
10572,47241
10572,44038
10572,52316
10572,31571
10572,46288
10572,53303
10572,53801
10572,53235
10572,52632
10572,30067
47241,52316
47241,55993
47241,53572
23652,53750
23652,49070
53750,49538
53750,46127
53750,54323
17404,52593
17404,47752
52593,33849
52593,40963
52593,40718
52593,48917
52593,50525
52593,43210
52593,40309
52593,31103
52593,42370
52593,49000
52593,49213
52593,44845
52593,47449
52593,43786
52593,29188
52593,34568
52593,39855
52593,34080
52593,43849
52593,31380
52593,41016
52593,44278
52593,35569
52593,51676
52593,40911
52593,45465
52593,41135
52593,57350
52593,42839
52593,33676
52593,31281
52593,37515
52593,40561
52593,32589
52593,36394
52593,33356
52593,35725
52593,51226
52593,32617
52593,41754
52593,55078
52593,57098
52593,56605
52593,40495
52593,31969
52593,54947
52593,31175
52593,48838
52593,41532
52593,30571
52593,56672
52593,35456
23702,51889
23702,35801
23702,39993
23702,43232
51889,49156
51889,46868
51889,54268
51889,44482
19180,37163
19180,52348
37163,56002
37163,53615
37163,53143
14962,52678
14962,51679
52678,43038
52678,43703
52678,51200
52678,32465
52678,37220
52678,51436
52678,48789
52678,31331
52678,34939
52678,46442
52678,47455
52678,38701
52678,56818
52678,45236
52678,48575
52678,35982
52678,48991
52678,40450
1325,54066
1325,29547
54066,28879
54066,41811
54066,36737
54066,29474
54066,57000
54066,35640
54066,48303
54066,57135
54066,40180
8495,52733
8495,49593
8495,51855
8495,53354
8495,52352
8495,53741
8495,52377
8495,53456
8495,54081
52733,29852
52733,31112
52733,46890
52733,39555
52733,57273
52733,40672
24216,52477
24216,33943
24216,52602
52477,40244
52477,35728
52477,35335
52477,39767
52477,38368
52477,36135
52477,33725
52477,48022
52477,28820
52477,30128
52477,37636
52477,38484
52477,54337
52477,57561
52477,28905
52477,39854
52477,37628
52477,43041
52477,31026
52477,37064
52477,50682
52477,29522
52477,36076
22605,45025
22605,52099
22605,31614
45025,52068
45025,53682
26789,53841
26789,36987
53841,29314
53841,41814
53841,31167
53841,35748
53841,36458
53841,30789
53841,30643
53841,35623
53841,40852
53841,31494
53841,29294
53841,45468
53841,37007
53841,45785
53841,51414
53841,30950
53841,48317
53841,35986
53841,41919
53841,31140
53841,39266
53841,35841
53841,40755
53841,35253
53841,40541
53841,38525
53841,51423
53841,56945
53841,49661
53841,37112
53841,47011
53841,41176
53841,41311
53841,50725
53841,54826
53841,40667
53841,54936
53841,42372
53841,56464
53841,55078
53841,44644
53841,40601
53841,55814
53841,46192
53841,40191
53841,57239
53841,48239
53841,55962
53841,56410
53841,40244
53841,56831
53841,45569
53841,42395
53841,41632
53841,55925
53841,32243
53841,50610
53841,56189
53841,56002
53841,34147
53841,56329
53841,43031
53841,54275
53841,32406
53841,48771
53841,37761
53841,56389
53841,38727
53841,34718
53841,44477
53841,41567
53841,56082
53841,44702
53841,56910
53841,31559
53841,30804
26589,52476
26589,39593
26589,37697
26589,41442
52476,29022
52476,37821
52476,41408
52476,40888
52476,29026
52476,34077
52476,55781
52476,32983
52476,47755
52476,42981
52476,45968
52476,48086
52476,57559
52476,41411
15100,53988
15100,50534
15100,52184
15100,53233
15100,46481
53988,29609
53988,29459
53988,47402
53988,42957
53988,30106
53988,45083
53988,38685
53988,47077
53988,33407
53988,43097
53988,46544
53988,56724
53988,54562
53988,32292
53988,57517
53988,37412
53988,35749
53988,40533
53988,43469
53988,55341
6032,36241
6032,53641
36241,52065
7449,52190
7449,49268
7449,51834
7449,53527
52190,41631
52190,50189
52190,48228
52190,48643
52190,57054
52190,50608
52190,35087
52190,28938
52190,47816
52190,45214
5532,38931
5532,53485
38931,55523
10671,36578
10671,52200
10671,52569
36578,53551
11877,54113
11877,44161
54113,49158
54113,35735
54113,48906
54113,50837
54113,43785
54113,41772
54113,36858
54113,50392
54113,40190
54113,37825
54113,56355
54113,54511
54113,57395
54113,42095
54113,37369
54113,47219
54113,30841
54113,40009
54113,49037
4872,51701
4872,53917
4872,49535
4872,54053
4872,52424
4872,52587
4872,45739
4872,48030
4872,51996
51701,55350
51701,52926
25395,52134
25395,49747
52134,51555
52134,40968
52134,43039
52134,41383
52134,34785
52134,48928
52134,57488
52134,55931
52134,43369
52134,34149
52134,33608
13993,35459
13993,47781
13993,45713
13993,53517
13993,52463
13993,39051
13993,29565
35459,56226
17464,53998
17464,52188
17464,52222
17464,34299
17464,37165
53998,32879
53998,39729
53998,41636
53998,45098
53998,33263
53998,36160
53998,43455
53998,45029
53998,39055
53998,31084
53998,55895
53998,32947
53998,35667
53998,33812
53998,54969
53998,48072
53998,47317
53998,57163
53998,38024
53998,29673
53998,39971
19476,54019
19476,52616
19476,52361
54019,29069
54019,46425
54019,40412
54019,39372
54019,44025
54019,44226
54019,56734
54019,49276
54019,57349
54019,39619
54019,44602
54019,34196
54019,49812
54019,48228
54019,55989
15649,54075
15649,29993
15649,52160
54075,43669
54075,48494
54075,39793
54075,45526
54075,48229
54075,54811
22741,52604
22741,43818
52604,37919
52604,48271
52604,42196
52604,30700
52604,44588
52604,29883
52604,40023
52604,38172
52604,49507
52604,54508
52604,54696
52604,50189
52604,55969
52604,41759
52604,50781
52604,50837
52604,28796
7474,47337
7474,53087
47337,54146
4673,53336
4673,35719
53336,37433
53336,48407
53336,30593
53336,34388
53336,47778
53336,48328
53336,54737
53336,39871
53336,45104
53336,37207
53336,30034
53336,41417
22179,44445
22179,53388
44445,53281
17036,40390
17036,53133
40390,55128
40390,55202
40390,52361
23640,52920
23640,41774
52920,50815
52920,34469
52920,40248
52920,40383
52920,35053
52920,38176
52920,29591
52920,44244
52920,49685
52920,55827
52920,37725
52920,34196
52920,48557
52920,39653
52920,47356
52920,32966
52920,38269
52920,43508
52920,48575
52920,49634
13740,32452
13740,53830
13740,35877
13740,52162
13740,34964
13740,52398
13740,37322
13740,52291
13740,44125
13740,53240
13740,35548
13740,51937
32452,55618
9056,46209
9056,53982
9056,37252
9056,53069
9056,52212
9056,51932
9056,51295
9056,52503
9056,52309
46209,55661
46209,52145
977,52661
977,44651
977,33355
977,53113
52661,36583
52661,46341
52661,42196
52661,41894
52661,32396
52661,41762
52661,51697
52661,44640
52661,43748
52661,55325
52661,28846
52661,49902
52661,55480
52661,55633
52661,33003
52661,55880
52661,31482
52661,30980
52661,54717
52661,37579
52661,36489
52661,54257
52661,49603
52661,46968
52661,44745
52661,56143
4177,52464
4177,40452
