node_id,Budget_share,degree,capacity
152,0.0,2,30.0
153,0.0,4,799.0
154,0.0,3,30.0
155,0.0,2,30.0
156,0.0,2,187.0
157,0.0,2,30.0
158,0.0,2,33.0
159,0.0,2,31.0
160,0.0,3,107.0
161,0.0,2,618.0
162,0.0,4,30.0
163,0.0,2,93.0
164,0.0,2,30.0
165,0.0,4,30.0
166,0.0,3,30.0
167,0.0,2,51.0
168,0.0,4,30.0
169,0.0,3,92.0
170,0.0,4,247.0
171,0.2338111181336281,2,30.0
172,0.0,5,224.0
173,0.0,2,30.0
174,0.0,5,41.0
175,0.0,3,42.0
176,12.590780006714695,1,34.0
177,0.0,3,70.0
178,0.0,3,95.0
179,0.0,3,130.0
180,0.0,2,77.0
181,0.0,3,230.0
182,0.0,3,30.0
183,0.0,6,1467.0
184,0.0,5,730.0
185,0.0,2,71.0
186,0.0,2,30.0
187,0.0,1,86.0
188,0.0,2,30.0
189,0.0,6,55.0
190,0.0,2,30.0
191,0.0,4,334.0
192,0.19572175739946718,2,30.0
193,0.0,2,30.0
194,0.0,3,94.0
195,0.0,3,152.0
196,0.0,2,55.0
197,0.0,3,30.0
198,0.0,3,120.0
199,0.0,2,30.0
200,0.0,3,30.0
201,0.0,3,30.0
202,0.0,4,101.0
203,0.0,2,30.0
204,0.0,3,324.0
205,0.0,2,256.0
206,0.0,2,30.0
207,0.0,2,170.0
208,0.093830516065061,2,30.0
209,0.0,4,209.0
210,0.0,2,122.0
211,0.0,3,70.0
212,0.0,5,110.0
213,0.0,3,32.0
214,0.0,3,627.0
215,0.9675698456299855,2,30.0
216,0.0,2,30.0
217,0.0,2,30.0
218,0.0,5,365.0
219,0.0,2,30.0
220,0.0,6,92.0
221,0.0,3,84.0
222,0.0,3,30.0
223,0.00036966809860031153,3,332.0
224,0.0,2,30.0
225,0.0,3,56.0
226,0.0,4,30.0
227,15.870779330304982,2,47.0
228,0.0,3,71.0
229,0.0,5,30.0
230,0.0,3,30.0
231,0.0,5,73.0
232,0.0,2,30.0
233,0.0,3,30.0
234,0.0,2,30.0
235,0.0,2,30.0
236,0.0,7,98.0
237,0.0,3,70.0
238,0.0,6,1013.0
239,0.0,2,30.0
240,0.0,6,524.0
241,0.0,3,825.0
242,0.0,2,30.0
243,0.0,2,109.0
244,0.0,4,478.0
245,0.0,2,30.0
246,0.0,2,201.0
247,0.0,3,30.0
248,0.0,2,30.0
249,0.0,5,30.0
250,0.0,3,4196.0
251,0.0,2,30.0
252,0.0,6,197.0
253,0.0,2,30.0
254,0.0,2,38.0
255,0.0,2,55.0
256,0.0,2,37.0
257,0.0,4,443.0
258,0.0,2,35.0
259,0.0,1,62.0
260,0.0,4,71.0
261,0.0,2,30.0
262,0.0,2,143.0
263,0.0,3,349.0
264,0.0,2,30.0
265,0.0,2,30.0
266,0.0,2,70.0
267,0.0,3,30.0
268,0.0,13,1396.0
269,0.0,6,88.0
270,0.0,2,30.0
271,0.0,3,152.0
272,29.498819548208836,4,57.0
273,0.0,2,30.0
274,0.0,2,87.0
275,0.0,3,30.0
276,0.0,2,30.0
277,0.0,2,131.0
278,0.0,4,202.0
279,0.0,3,30.0
280,0.0,2,30.0
281,0.0,6,841.0
282,0.0,2,328.0
283,0.0,2,30.0
284,0.0,2,33.0
285,0.0006730252154543415,10,431.0
286,0.0,3,109.0
287,0.0,3,1336.0
288,0.0,4,55.0
289,0.0,2,30.0
290,0.0,3,30.0
291,0.0,5,30.0
292,0.0,2,109.0
293,0.0,3,30.0
294,0.0,2,30.0
295,0.0,2,120.0
296,0.0,5,185.0
297,0.0,4,30.0
298,0.0,2,71.0
299,0.0,2,30.0
300,0.0,3,30.0
301,0.0,2,133.0
302,0.0,3,30.0
303,0.0,2,247.0
304,0.0,11,490.0
305,0.0,6,677.0
306,0.0,2,30.0
307,0.0,2,30.0
308,0.0,7,249.0
309,0.0,4,316.0
310,0.0,2,94.0
311,0.0,2,32.0
312,0.0,2,30.0
313,0.0,2,57.0
314,0.00046944539663086913,1,30.0
315,0.0,3,30.0
316,0.0,3,30.0
317,0.0,2,51.0
318,0.0,2,1006.0
319,0.0,4,30.0
320,0.0,4,46.0
321,0.0,3,88.0
322,0.0,2,45.0
323,0.0,6,65.0
324,0.0,2,30.0
325,0.0,3,961.0
326,38.7069124990341,3,180.0
327,0.0,6,2124.0
328,0.0,4,30.0
329,0.0,8,252.0
330,0.0,3,37.0
331,0.0,3,71.0
332,0.0,2,614.0
333,0.0,2,30.0
334,0.0,3,674.0
335,0.000547843972166219,3,435.0
336,0.0,5,157.0
337,0.0,3,30.0
338,0.0,5,170.0
339,0.0,2,30.0
340,0.0,2,149.0
341,47.53828075957814,2,293.0
342,0.0,8,302.0
343,0.0,3,156.0
344,0.0,3,38.0
345,0.0,2,30.0
346,0.0,7,353.0
347,0.0,2,30.0
348,0.0,3,1158.0
349,0.0,2,30.0
350,0.0,5,117.0
351,0.0,2,30.0
352,0.0027473857980082196,3,38.0
353,30.266291706253522,5,118.0
354,0.0,5,119.0
355,0.0,6,246.0
356,0.0,4,30.0
357,0.0,3,30.0
358,0.0,3,87.0
359,0.0,3,38.0
360,0.0,2,30.0
361,0.0,2,1291.0
362,0.0,3,118.0
363,0.0,3,87.0
364,0.0,2,87.0
365,64.65159537806797,2,81.0
366,0.0,4,30.0
367,0.0,2,30.0
368,0.0,4,30.0
369,0.0,10,813.0
370,0.0,5,195.0
371,0.0,3,30.0
372,1.7205591355137788,2,30.0
373,0.0,2,82.0
374,0.0,2,30.0
375,0.0,2,30.0
376,0.0,2,153.0
377,0.005500437806930173,4,839.0
378,0.0,2,70.0
379,0.0,4,135.0
380,0.0,2,30.0
381,0.0,4,56.0
382,0.0,3,30.0
383,0.0,4,30.0
384,0.4159607838895971,3,30.0
385,0.0,2,115.0
386,0.0,8,196.0
387,0.0,3,30.0
388,0.0,3,30.0
389,0.0,3,230.0
390,0.0,2,30.0
391,0.0,2,81.0
392,0.0,2,30.0
393,0.0,3,425.0
394,0.0,6,336.0
395,0.0,2,30.0
396,0.0,3,30.0
397,0.0,10,604.0
398,0.0,3,1120.0
399,0.0,2,41.0
400,0.0,2,32.0
401,0.0,4,30.0
402,0.0,2,44.0
403,0.0,3,101.0
404,0.0,2,138.0
405,0.0,2,30.0
406,0.0,6,30.0
407,0.0,2,30.0
408,0.0,3,122.0
409,0.0,3,138.0
410,0.0,7,508.0
411,0.0,2,45.0
412,0.0,4,303.0
413,0.0,3,40.0
414,0.0,3,51.0
415,0.0,4,30.0
416,0.0,2,30.0
417,0.0,2,109.0
418,0.0,4,40.0
419,0.0,2,268.0
420,0.0,2,77.0
421,0.0,5,551.0
422,0.0,2,30.0
423,0.0,3,30.0
424,0.0,2,139.0
425,0.0,19,1408.0
426,0.0,2,30.0
427,0.0,5,67.0
428,0.0,3,30.0
429,0.0,2,75.0
430,0.3932465678055419,2,30.0
431,0.0,2,33.0
432,0.0,3,30.0
433,0.0,3,40.0
434,0.0,3,30.0
435,0.0,4,168.0
436,0.0,4,4589.0
437,0.0,7,373.0
438,0.0,7,269.0
439,0.0,3,152.0
440,0.0,4,30.0
441,0.0,2,53.0
442,0.0,3,239.0
443,0.0,4,80.0
444,0.0,5,94.0
445,0.0,2,30.0
446,0.006147573313390274,2,30.0
447,0.0,2,268.0
448,0.0,2,38.0
449,0.0,2,48.0
450,0.0,3,50.0
451,0.0,2,30.0
452,0.0,2,180.0
453,0.0,4,143.0
454,0.0,4,5716.0
455,21.906060916274146,4,30.0
456,0.0,3,72.0
457,0.0,2,30.0
458,0.0,3,85.0
459,0.0,2,97.0
460,0.0,3,306.0
461,0.5923816373645213,3,68.0
462,0.0,4,545.0
463,0.0,2,30.0
464,0.0,3,83.0
465,0.0,3,32.0
466,0.0,4,30.0
467,0.0,3,30.0
468,0.0,2,30.0
469,0.0,4,30.0
470,0.0,2,30.0
471,0.0,1,30.0
472,0.0,5,361.0
473,0.0,3,30.0
474,0.0,2,30.0
475,0.0,1,30.0
476,0.0,2,30.0
477,0.0,4,51.0
478,0.0,2,30.0
479,0.0,14,9475.0
480,0.0,2,30.0
481,0.0,3,30.0
482,0.0,3,30.0
483,0.0,3,4340.0
484,0.0,13,283.0
485,0.0,4,30.0
486,0.0,3,75.0
487,0.0,2,42.0
488,0.0,4,101.0
489,0.0,6,2886.0
490,0.0,4,30.0
491,0.0,3,30.0
492,0.0,2,1119.0
493,0.0,9,1047.0
494,0.0,3,91.0
495,0.0,4,30.0
496,0.0,3,246.0
497,0.5090418257264562,14,475.0
498,0.0,2,30.0
499,0.0,4,3350.0
500,64.00067678686366,3,30.0
501,0.0,5,86.0
502,0.0,2,30.0
503,0.0,3,119.0
504,0.5443890898409796,2,115.0
505,0.0,2,30.0
506,0.0,11,584.0
507,0.0,4,114.0
508,0.0,4,57.0
509,0.0,2,30.0
510,0.0,6,597.0
511,0.0,4,30.0
512,0.0,2,30.0
513,0.0,3,30.0
514,0.0,2,30.0
515,0.0,3,30.0
516,0.0,4,30.0
517,0.0,6,162.0
518,0.0,11,918.0
519,0.0,4,30.0
520,0.0,3,30.0
521,0.00010585964462434702,3,30.0
522,0.0,4,94.0
523,0.0,3,114.0
524,0.0,2,30.0
525,0.0,2,30.0
526,0.0,6,232.0
527,0.0,6,86.0
528,0.0,6,107.0
529,0.0,1,30.0
530,0.0,3,30.0
531,0.0,4,160.0
532,0.0,4,30.0
533,0.0,3,30.0
534,0.1621157393611926,9,342.0
535,0.0,3,31.0
536,0.0,10,443.0
537,0.0,5,30.0
538,0.0,7,108.0
539,0.0,5,30.0
540,0.0,2,30.0
541,0.0,8,58.0
542,0.0,11,3063.0
543,0.0,2,30.0
544,0.0,1,313.0
545,0.0,3,30.0
546,0.0,8,530.0
547,0.0,8,1593.0
548,0.0,5,363.0
549,0.0,8,107.0
550,0.0,3,30.0
551,0.0,3,30.0
552,0.0,4,130.0
553,0.0,4,79.0
554,0.0,7,149.0
555,0.0,3,433.0
556,0.0,4,45.0
557,0.0,1,53.0
558,0.0,1,30.0
559,0.0,5,58.0
560,0.0,3,30.0
561,0.0,9,1585.0
562,0.0,3,185.0
563,0.0,3,55.0
564,0.0,3,92.0
565,0.0,8,1080.0
566,0.0,8,159.0
567,0.0,7,197.0
568,0.0,5,115.0
569,0.0,6,262.0
570,0.0,2,37.0
571,0.0,4,155.0
572,0.0,3,30.0
573,0.0,3,30.0
574,0.0,2,30.0
575,0.0,9,1316.0
576,0.0,6,376.0
577,0.0,3,30.0
578,0.0,11,2556.0
579,0.0,11,4531.0
580,0.0,1,30.0
581,0.0,4,125.0
582,0.0,3,30.0
583,0.0,5,522.0
584,0.0,16,8198.0
585,0.0,4,30.0
586,0.0,3,30.0
587,0.0,1,30.0
588,0.0,4,30.0
589,34.110097012216066,4,30.0
590,0.0,2,30.0
591,0.0,5,71.0
592,0.0,9,759.0
593,0.0,3,30.0
594,0.0,3,30.0
595,0.0,8,325.0
596,0.0,4,30.0
597,0.0,5,118.0
598,0.0,6,104.0
599,0.0,4,326.0
600,0.0,2,30.0
601,0.0,11,980.0
602,0.0,2,30.0
603,0.0,5,68.0
604,14.810783316757679,5,83.0
605,0.0,5,30.0
606,0.0,2,30.0
607,0.0,5,175.0
608,0.0,3,58.0
609,50.90794520136553,4,30.0
610,0.0,1,30.0
611,0.0,8,546.0
612,0.0,2,50.0
613,0.0,2,30.0
614,0.0,4,30.0
615,0.0,7,570.0
616,0.0,2,30.0
617,0.0,8,622.0
618,0.0,8,227.0
619,0.0,5,149.0
620,0.0,4,1146.0
621,0.0,3,30.0
622,0.0,4,77.0
623,0.0,5,289.0
624,0.0,9,500.0
625,0.0,5,125.0
626,0.0,4,30.0
627,0.0,4,132.0
628,0.0,6,318.0
629,0.0,5,30.0
630,0.0,5,223.0
631,0.0,3,30.0
632,0.0,3,139.0
633,0.0,2,30.0
634,0.0,4,170.0
635,0.0,10,1237.0
636,0.0,4,247.0
637,0.0,6,459.0
638,0.0,1,30.0
639,0.0,2,30.0
640,65.19561931410999,4,52.0
641,0.0,4,140.0
642,0.0,8,4218.0
643,0.0,3,30.0
644,0.0,2,30.0
645,0.0,4,61.0
646,0.0,4,30.0
647,0.0,2,30.0
648,0.0,8,353.0
649,0.0,2,30.0
650,0.0,4,30.0
651,0.0,7,959.0
652,0.0,3,105.0
653,0.0,6,181.0
654,0.0,5,47.0
655,5.139273017653017,1,30.0
656,0.0,3,133.0
657,0.0,2,30.0
658,0.0,3,120.0
659,0.0,3,30.0
660,0.0,4,49.0
661,0.0,3,40.0
662,0.0,7,276.0
663,0.0,2,30.0
664,0.0,2,167.0
665,0.0,2,30.0
666,0.0,5,30.0
667,48.13586035323469,6,292.0
668,0.0,7,93.0
669,0.0,4,132.0
670,0.0,16,1249.0
671,0.0,6,62.0
672,0.0,6,109.0
673,0.0,8,178.0
674,0.0,2,30.0
675,0.0,3,59.0
676,0.0,2,33.0
677,0.0,6,138.0
678,0.0,6,165.0
679,0.0,3,30.0
680,0.0,10,323.0
681,0.0,2,30.0
682,0.0,3,30.0
683,0.0,1,30.0
684,0.0,8,523.0
685,0.0,12,900.0
686,0.0,13,1297.0
687,0.0,13,839.0
688,0.0,4,30.0
689,0.0,3,56.0
690,0.0,10,1340.0
691,0.0,10,566.0
692,0.0,2,30.0
693,0.0,3,30.0
694,0.0,3,52.0
695,0.0,5,212.0
696,0.0,4,39.0
697,0.0,6,488.0
698,0.0,8,307.0
699,0.0,3,30.0
700,0.0,3,30.0
701,0.0,2,30.0
702,0.0,9,539.0
703,0.0,5,30.0
704,0.0,9,1602.0
705,0.0,4,30.0
706,0.0,7,703.0
707,0.0,7,1234.0
708,0.0,7,412.0
709,0.0,3,41.0
710,0.0,4,30.0
711,0.0,3,30.0
712,0.0,3,30.0
713,0.0,4,30.0
714,0.0,5,30.0
715,0.0,5,30.0
716,0.0,5,31.0
717,0.0,12,611.0
718,0.0,8,631.0
719,0.0,5,54.0
720,0.0,2,50.0
721,0.0,25,7200.0
722,0.0,3,37.0
723,0.0,4,82.0
724,0.0,5,30.0
725,0.0,3,35.0
726,0.0,3,30.0
727,0.0,5,481.0
728,0.0,3,30.0
729,0.0,2,46.0
730,0.0,9,554.0
731,0.0,6,240.0
732,0.0,2,30.0
733,0.0,12,965.0
734,0.0,6,179.0
735,0.0,4,89.0
736,0.0,5,487.0
737,0.0,3,41.0
738,0.0,3,30.0
739,0.0,3,30.0
740,0.0,7,753.0
741,0.0,6,71.0
742,14.059868879490061,3,30.0
743,0.0,4,30.0
744,0.0,4,30.0
745,0.0,3,30.0
746,0.0,4,30.0
747,0.0,4,30.0
748,0.0,1,30.0
749,0.0,7,530.0
750,0.0,5,30.0
751,0.0,8,328.0
752,0.0,14,4171.0
753,0.0,13,1268.0
754,0.0,3,30.0
755,0.0,8,1515.0
756,0.0,8,375.0
757,0.0,12,2322.0
758,0.0,2,30.0
759,0.0,20,3428.0
760,0.0,3,41.0
761,0.0,5,188.0
762,0.0,2,30.0
763,0.0,6,71.0
764,0.0,8,344.0
765,0.0,4,195.0
766,0.0,3,30.0
767,0.0,7,90.0
768,0.0,3,30.0
769,0.0,5,106.0
770,0.0,9,131.0
771,0.0,11,2213.0
772,0.0,4,104.0
773,0.0,2,223.0
774,0.0,4,30.0
775,0.0,10,255.0
776,0.0,2,30.0
777,0.0,2,30.0
778,0.0,4,112.0
779,0.0,5,88.0
780,0.0,1,103.0
781,0.0,8,298.0
782,0.0,3,46.0
783,0.0,5,129.0
784,0.003474690206344524,3,49.0
785,0.2340443760809012,2,30.0
786,0.0,1,30.0
787,0.0,3,66.0
788,0.0,14,2781.0
789,0.0,6,65.0
790,0.0,6,300.0
791,0.0,4,73.0
792,0.0,9,255.0
793,0.0,6,459.0
794,0.0,11,2481.0
795,0.0,3,30.0
796,0.0,3,30.0
797,0.00037575034290476025,4,30.0
798,0.0,5,60.0
799,0.0,3,30.0
800,0.0,13,2773.0
801,0.0,3,42.0
802,0.0,4,30.0
803,0.0,12,3850.0
804,28.898978638549544,4,30.0
805,0.0,3,106.0
806,0.0,3,30.0
807,0.0,1,30.0
808,0.0,7,153.0
809,0.0,10,4105.0
810,0.0,4,51.0
811,0.0,2,30.0
812,0.0,3,69.0
813,0.0,2,40.0
814,0.0,2,30.0
815,0.0,5,50.0
816,0.0,4,52.0
817,44.32293139340718,2,30.0
818,0.0,3,47.0
819,0.0,1,30.0
820,0.0,2,30.0
821,0.0,10,150.0
822,0.0,3,62.0
823,0.0,2,30.0
824,0.0,2,30.0
825,0.0,7,1054.0
826,0.0,7,661.0
827,0.0,3,30.0
828,0.0,3,30.0
829,0.0,5,76.0
830,0.0,3,30.0
831,0.0,1,30.0
832,0.0,6,47.0
833,0.0,7,50.0
834,0.0,8,600.0
835,0.0,7,580.0
836,0.0,2,30.0
837,17.833501787742804,4,144.0
838,0.0,9,881.0
839,0.0,12,999.0
840,0.0,16,5780.0
841,0.0,5,77.0
842,0.0,7,414.0
843,17.059304127010257,5,92.0
844,0.0,7,156.0
845,0.0,7,30.0
846,0.0,8,628.0
847,0.0,5,120.0
848,0.0,5,203.0
849,0.0,4,138.0
850,0.0,2,30.0
851,0.0,4,376.0
852,0.0,1,30.0
853,0.0,3,30.0
854,0.0,13,4026.0
855,0.0,4,30.0
856,0.0,5,292.0
857,0.0,6,157.0
858,0.0,7,120.0
859,0.0,6,294.0
860,0.0,9,358.0
861,0.0,5,158.0
862,0.0,5,132.0
863,0.0,8,316.0
864,0.0,9,277.0
865,0.5192858238909893,4,610.0
866,0.0,1,30.0
867,0.0,4,67.0
868,0.0,6,253.0
869,0.0,3,30.0
870,0.0,4,334.0
871,0.0,6,835.0
872,0.0,3,36.0
873,0.0,4,143.0
874,0.0,2,90.0
875,0.0,2,30.0
876,0.0,3,30.0
877,0.0,2,261.0
878,0.0,5,77.0
879,0.0,4,38.0
880,0.0,2,30.0
881,0.0,7,93.0
882,65.08328647770053,1,42.0
883,0.0,3,30.0
884,0.0,4,147.0
885,0.0,5,69.0
886,0.0,1,30.0
887,0.0,3,64.0
888,0.0,3,35.0
889,0.0,2,30.0
890,0.0,2,30.0
891,0.0,8,105.0
892,0.0,7,162.0
893,0.0,3,30.0
894,0.0,5,30.0
895,0.0,6,320.0
896,0.0,2,30.0
897,0.0,10,1008.0
898,0.0,10,6122.0
899,0.0,1,30.0
900,0.0,89,5715.0
901,0.0,45,161.0
902,0.0,55,31.0
903,0.0,55,30.0
904,0.0,56,243.0
905,0.0,31,141.0
906,0.0,10,150.0
907,0.0,47,179.0
908,0.0,27,2146.0
909,0.0,28,33.0
910,0.0,37,30.0
911,64.97269470375048,50,1052.0
912,0.0,28,30.0
913,0.0,10,37.0
914,0.0,16,30.0
915,0.0,54,124.0
916,64.86188234749316,75,117.0
917,0.0,78,4717.0
918,0.0,27,135.0
919,0.0,25,172.0
920,0.0,25,174.0
921,0.0,22,153.0
922,0.0,40,93.0
923,0.0,34,30.0
924,0.0,24,30.0
925,0.0,54,891.0
926,0.0,57,2639.0
927,0.0,35,30.0
928,0.0,19,424.0
929,0.0,66,1192.0
930,0.0,27,67.0
931,0.0,31,116.0
932,0.0,50,244.0
933,0.0,31,30.0
934,0.0,47,168.0
935,0.0,9,30.0
936,0.0,12,30.0
937,0.0,25,30.0
938,0.0,26,30.0
939,0.0,30,30.0
940,17.75335513667912,40,1003.0
941,0.0,62,86.0
942,0.0,21,30.0
943,0.0,22,30.0
944,0.0,52,2039.0
945,0.0,32,46.0
946,3.3528907423712444,21,30.0
947,0.0,29,356.0
948,0.0,24,61.0
949,0.0,60,711.0
950,0.0,20,151.0
951,0.0,17,30.0
952,0.0,8,258.0
953,0.0,51,1279.0
954,0.0,43,30.0
955,0.0,6,55.0
956,0.0,2,38.0
957,0.0,4,211.0
958,50.07323273852374,5,357.0
959,0.0,0,44.0
960,0.0,2,319.0
961,0.0,9,1569.0
962,0.0,4,2106.0
963,0.0,7,1486.0
964,0.0,7,328.0
965,0.0,3,100.0
966,0.0,7,615.0
967,0.0,3,456.0
968,0.0,5,7813.0
969,0.0,3,2380.0
970,0.0,4,214.0
971,0.0,3,380.0
972,0.0,4,1404.0
973,0.0,7,3001.0
974,0.0,4,3994.0
975,0.0,10,110.0
976,64.58265756415766,2,659.0
977,0.0,4,276.0
978,0.0,4,3945.0
979,0.0,3,4974.0
980,1.6352205591056126,4,1844.0
981,0.0,1,522.0
982,0.0,4,2413.0
983,0.0,4,306.0
984,0.0,4,770.0
985,0.0,1,93.0
986,0.0,2,514.0
987,0.0,4,192.0
988,0.0,4,1188.0
989,0.0,5,281.0
990,0.0,2,371.0
991,0.0,3,282.0
992,0.0,4,207.0
993,0.0,2,165.0
994,0.0,3,4120.0
995,0.0,5,600.0
996,0.0,1,7657.0
997,0.0,4,340.0
998,0.0,6,5298.0
999,0.0,6,2023.0
1000,0.0,2,53.0
1001,0.0,1,2336.0
1002,0.0,5,209.0
1003,0.0,7,308.0
1004,0.0,3,124.0
1005,0.0,3,189.0
1006,0.0,3,2107.0
1007,0.0,4,83.0
1008,0.0,6,343.0
1009,0.0,2,3053.0
1010,0.0,6,730.0
1011,0.0,5,1291.0
1012,0.0,2,720.0
1013,0.0,3,51.0
1014,0.0,8,888.0
1015,0.0,4,1304.0
1016,0.0,4,222.0
1017,0.0,2,317.0
1018,0.0,5,2217.0
1019,0.0,3,2667.0
1020,0.0,2,231.0
1021,0.0,4,5441.0
1022,0.0,3,609.0
1023,0.33186248566115445,2,239.0
1024,21.453755003498106,10,627.0
1025,0.0,5,87.0
1026,0.0,4,354.0
1027,0.0,4,310.0
1028,0.0,8,1382.0
1029,0.0,7,4370.0
1030,0.0,2,547.0
1031,0.0,5,456.0
1032,0.0,6,399.0
1033,0.0,3,123.0
1034,0.0,4,182.0
1035,0.0,2,124.0
1036,0.0,2,90.0
1037,0.0,7,5354.0
1038,0.0,3,100.0
1039,0.0,6,1251.0
