Source,Target
20962,44259
20962,52799
44259,56352
26012,53232
26012,36485
26012,53137
26012,53473
26012,33005
53232,42722
53232,32434
53232,41198
53232,56588
53232,55767
53232,35072
2290,53144
2290,42900
2290,44283
53144,36314
53144,48492
53144,34949
53144,32601
53144,45664
53144,56716
53144,54588
53144,50452
53144,44679
53144,43518
53144,55697
28120,36714
28120,53786
36714,52848
19678,51942
19678,54035
19678,46701
19678,52756
51942,50324
51942,51218
51942,57567
51942,48714
51942,34664
27018,46143
27018,52886
46143,52415
14289,53876
14289,53989
14289,32838
53876,34079
53876,45555
53876,42643
53876,34270
53876,50464
53876,51669
53876,40565
53876,44962
53876,45295
53876,36409
53876,43055
53876,37761
53876,29563
53876,50311
53876,54358
53876,43609
53876,46905
53876,42871
53876,56922
53876,41128
53876,41390
53876,31985
26932,53326
26932,41878
26932,53966
26932,47477
26932,53406
26932,52262
26932,50509
26932,52713
53326,43042
53326,29700
53326,34334
53326,41327
53326,34291
53326,33395
53326,39540
53326,34633
53326,40063
53326,54515
53326,39875
53326,34029
53326,49769
53326,41974
53326,57114
53326,50441
8124,53780
8124,43261
8124,44559
8124,54117
53780,38119
53780,43008
53780,47659
53780,56966
53780,43023
25558,53465
25558,36534
53465,43482
53465,51626
53465,30336
53465,44006
53465,36529
53465,44356
53465,36654
53465,49999
53465,49170
53465,49120
53465,42064
53465,37376
53465,50213
53465,44075
53465,39661
53465,35928
53465,34982
53465,50075
53465,42595
53465,40230
53465,48358
53465,48127
53465,45156
53465,40183
53465,36216
53465,29169
53465,40142
53465,40898
53465,39407
53465,37223
53465,35356
53465,31967
53465,33068
53465,31689
53465,35451
53465,41003
53465,29881
53465,47661
53465,49667
53465,56913
53465,56104
53465,34293
53465,42303
53465,54677
53465,31942
53465,57118
53465,54401
53465,42127
53465,31583
53465,30513
53465,30150
53465,42928
53465,43749
53465,37097
53465,55728
53465,50471
53465,56213
53465,29524
53465,55665
53465,50962
53465,56400
53465,29661
53465,29000
53465,44930
53465,55357
53465,29089
53465,54742
53465,57546
53465,30003
53465,56985
53465,40313
53465,55895
12142,52309
12142,33464
12142,34816
52309,35125
52309,55099
7872,37492
7872,48779
7872,53805
37492,54119
2680,54061
2680,32688
2680,42791
2680,52886
2680,52189
2680,49014
2680,53041
2680,52743
2680,52653
2680,46532
2680,52482
2680,52420
2680,46800
2680,53539
2680,52910
2680,34909
2680,52476
2680,54016
2680,52810
54061,29022
54061,49155
54061,35117
54061,37695
54061,50103
54061,29271
54061,47283
54061,39270
54061,48810
54061,44849
54061,31048
54061,40871
54061,39772
54061,40106
54061,29196
54061,51653
54061,50981
54061,49285
54061,48260
54061,44620
54061,37830
54061,42245
54061,42061
54061,39486
54061,56708
54061,50928
54061,47811
54061,29147
54061,30198
54061,44624
54061,33159
54061,32374
54061,34715
54061,47519
54061,30262
54061,56786
54061,56720
54061,44789
54061,47865
28476,47934
28476,32465
28476,53817
28476,53489
28476,52066
28476,52533
28476,52206
47934,55231
12360,52874
12360,39593
12360,52278
12360,43881
12360,52647
12360,52691
52874,40826
52874,51545
52874,39218
52874,32847
52874,36667
52874,46838
52874,32977
52874,49799
52874,30986
52874,47517
52874,42321
52874,50231
52874,48814
52874,38010
52874,47334
52874,46405
52874,54180
52874,50468
52874,50549
52874,36434
52874,51296
9524,54025
9524,31870
54025,41729
54025,50129
54025,55322
54025,46917
16694,51842
16694,52357
16694,48537
16694,42289
16694,52923
16694,47778
16694,53347
16694,31901
16694,54089
16694,41759
16694,52736
16694,53647
16694,53014
51842,40686
51842,30311
51842,33376
51842,38020
51842,56172
51842,40316
51842,35988
51842,40505
51842,38040
51842,37861
51842,49672
51842,42334
16020,42460
16020,52064
16020,31915
42460,54403
25541,53989
25541,33848
53989,33380
53989,45290
53989,38675
53989,32590
53989,45547
53989,32290
53989,29465
53989,44899
53989,32058
53989,45097
53989,30889
53989,46597
53989,37443
53989,32414
53989,34974
53989,35784
53989,40365
53989,35738
53989,54382
53989,56974
53989,44347
53989,36806
53989,29106
53989,34909
53989,40571
53989,45120
53989,39048
53989,34851
53989,41887
53989,46690
53989,45463
22941,52410
22941,33993
22941,52614
52410,34983
52410,46099
52410,35396
52410,47724
52410,32692
52410,29765
52410,36576
52410,34974
52410,50998
52410,37667
52410,46675
52410,56417
52410,46592
52410,46352
52410,29410
52410,30824
52410,51333
52410,37491
52410,45409
5126,47492
5126,53930
5126,53742
5126,52237
5126,39613
5126,34264
47492,54090
10753,53101
10753,44001
53101,49783
53101,41590
53101,35613
53101,55193
7971,52412
7971,38663
52412,45397
52412,37019
52412,31627
52412,38347
52412,34622
52412,36457
52412,41012
52412,40595
52412,32979
52412,39081
52412,51753
52412,44168
52412,36873
52412,35700
52412,56215
52412,37417
52412,34741
52412,55019
52412,42175
52412,47617
52412,36196
52412,29847
52412,41424
52412,42557
52412,55209
52412,42447
52412,37128
52412,50619
6120,35532
6120,54118
6120,53357
6120,52030
6120,38579
6120,45677
6120,48078
35532,57482
35532,51909
5861,45546
5861,53662
45546,51905
21075,36576
21075,53786
21075,31989
36576,53965
36576,56947
36576,56686
3420,37203
3420,52572
3420,53079
3420,45966
3420,53136
3420,41564
3420,53885
3420,53004
37203,55183
14386,52924
14386,41505
14386,54016
52924,36095
52924,42288
52924,49084
52924,50775
52924,51130
52924,44234
52924,40920
52924,51186
52924,41413
52924,55989
52924,40114
52924,54450
52924,31481
52924,42132
52924,54678
52924,40234
52924,42299
52924,37814
52924,42701
52924,49097
52924,36496
52924,38618
52924,56181
3771,42810
3771,51447
3771,53530
42810,54897
22439,50505
22439,53878
22439,33451
22439,52331
50505,52513
50505,56409
12296,53396
12296,50636
12296,52666
53396,36743
53396,42265
53396,48442
53396,40768
53396,33913
53396,42534
53396,49458
53396,55138
53396,54819
53396,50702
53396,55475
53396,54745
53396,45428
53396,30276
53396,30858
53396,50115
53396,51614
53396,40716
8675,53304
8675,39463
53304,37659
53304,42253
53304,45428
53304,34710
53304,36957
53304,50148
53304,36580
53304,57044
53304,31730
53304,48471
26359,54003
26359,53297
54003,34435
54003,50649
54003,31540
54003,43882
54003,56309
54003,56707
54003,49265
54003,47720
24145,53911
24145,30322
53911,48635
53911,37027
53911,50036
53911,36760
53911,34221
53911,42843
53911,49731
53911,45900
53911,29122
53911,29855
53911,50836
53911,50875
53911,29768
53911,51664
53911,46277
53911,45812
53911,36260
53911,37245
53911,35120
53911,49913
53911,40351
53911,37448
53911,31612
53911,48334
53911,46707
53911,56606
53911,30765
53911,45400
53911,56295
53911,36647
53911,39473
53911,29285
53911,55178
53911,40492
53911,57045
53911,48476
53911,50911
53911,29892
53911,57142
53911,55683
53911,47540
53911,51485
53911,48053
53911,29097
53911,31434
53911,36699
53911,40878
53911,43290
53911,33833
53911,46099
53911,30905
3975,52307
3975,35296
3975,50828
3975,53316
3975,29059
3975,53886
52307,41172
52307,50665
52307,36244
52307,37901
52307,41208
52307,36164
52307,47706
52307,31567
52307,34535
52307,56544
52307,57298
52307,30187
52307,46517
52307,29071
52307,43586
52307,45402
52307,50089
1828,53784
1828,36060
1828,30209
53784,36124
53784,29468
53784,30162
53784,36069
53784,29179
53784,30724
53784,29995
53784,49923
53784,50311
53784,39963
53784,31782
53784,47164
53784,38619
53784,56204
53784,37858
53784,45684
53784,57268
53784,46607
53784,39204
53784,34879
53784,43235
53784,54294
13182,53590
13182,52681
13182,50570
53590,39696
53590,32545
53590,56643
16904,47811
16904,52314
16904,52153
16904,36211
16904,52811
16904,44191
16904,52262
16904,37780
47811,52323
47811,57158
24331,53087
24331,37750
24331,52620
24331,52063
24331,51582
24331,39059
24331,41529
24331,52674
53087,51013
53087,49934
53087,33602
53087,33862
53087,32060
53087,50892
53087,33675
53087,43565
53087,29387
53087,40478
53087,57480
53087,57202
53087,47884
53087,40577
53087,48923
53087,42469
53087,35827
53087,42174
53087,32770
53087,45599
53087,35335
53087,34416
53087,43714
53087,34302
53087,55299
18610,34799
18610,52378
18610,52720
18610,52240
18610,53619
18610,30206
18610,38848
18610,32151
18610,53290
18610,53554
18610,53211
34799,52405
15950,53764
15950,34730
15950,53826
53764,44949
53764,29738
53764,46230
53764,29037
53764,42810
53764,41606
53764,54764
53764,37261
53764,43895
28363,53869
28363,51236
28363,53002
53869,44414
53869,29073
53869,30977
53869,34554
53869,56061
53869,32268
27594,35992
27594,53285
27594,30158
35992,56257
35992,53772
8095,53292
8095,48712
8095,52059
8095,53984
8095,30689
8095,38452
8095,34030
53292,29385
53292,54893
429,49985
429,47563
429,52315
49985,52669
26202,53797
26202,41706
26202,37490
26202,53233
26202,53592
53797,29056
53797,49519
53797,33371
53797,32269
53797,33624
53797,42123
53797,34612
53797,30359
53797,33844
53797,49511
53797,56388
53797,43646
53797,33744
53797,42452
53797,33898
2156,52313
2156,35763
52313,51116
52313,42803
52313,54393
52313,54499
52313,33048
52313,43609
11386,52269
11386,47881
11386,51929
11386,52162
52269,38479
52269,39389
52269,56974
52269,55006
52269,43555
52269,35152
23343,48774
23343,54058
23343,53606
48774,53725
48774,55878
48774,54149
13557,53597
13557,32798
13557,53827
13557,53858
13557,37316
13557,49815
13557,50713
13557,47704
13557,42203
13557,52683
13557,52379
53597,46205
53597,55847
7865,52155
7865,45900
52155,34464
52155,40293
52155,35998
52155,55510
52155,37955
20509,30024
20509,54045
20509,33308
30024,53065
27106,52588
27106,31963
27106,53450
27106,31947
52588,43328
52588,49371
52588,57282
641,41859
641,53879
41859,55990
41859,54357
277,54110
277,52436
277,50212
277,42131
277,53562
277,52052
277,53453
277,29436
277,52528
54110,39629
54110,50540
54110,32253
54110,49769
54110,35736
54110,31380
54110,36580
54110,44947
54110,34242
54110,34893
54110,37258
54110,44736
54110,36209
54110,40465
54110,41585
54110,50034
54110,31018
54110,54784
54110,38203
54110,46171
54110,43548
54110,38538
54110,55978
54110,31386
54110,41488
54110,30359
54110,40048
54110,55338
23878,53287
23878,52104
23878,42766
53287,40672
53287,38204
53287,56744
21991,47358
21991,53131
21991,47759
21991,52841
21991,43794
47358,57290
47358,53809
15030,52610
15030,32642
52610,36981
52610,41217
52610,36039
52610,47896
52610,54600
4546,52805
4546,32269
4546,53487
4546,52001
4546,47973
4546,46887
52805,47507
52805,43946
52805,43716
52805,42022
52805,37133
52805,50452
52805,33894
52805,43314
52805,55442
52805,54845
52805,36734
52805,51026
52805,36749
52805,40363
52805,55573
52805,38674
52805,41981
52805,54298
52805,36814
12801,52538
12801,43796
52538,31798
52538,49657
52538,57376
20761,31708
20761,52766
31708,53743
22833,53146
22833,35245
22833,51842
22833,35330
53146,30189
53146,41763
53146,34837
53146,56290
53146,40778
53146,31703
6272,54055
6272,45747
6272,33347
6272,51845
54055,36572
24130,52622
24130,48775
24130,31593
24130,49860
24130,52378
52622,50885
52622,51128
52622,48524
52622,55234
11384,36652
11384,45080
11384,53753
11384,33655
36652,53568
36652,53033
11717,53210
11717,40275
11717,53861
53210,36246
53210,43918
53210,36661
53210,30652
53210,54604
3120,52230
3120,53383
3120,45976
3120,48216
3120,53742
3120,51899
3120,52193
3120,53212
52230,36676
52230,50069
52230,29392
52230,33486
52230,47884
52230,32652
52230,43346
52230,37429
52230,42007
52230,35366
52230,35305
52230,47879
52230,38205
52230,30271
52230,37798
52230,37801
52230,45309
52230,32523
52230,29222
52230,39563
52230,38495
52230,37283
52230,34910
52230,42718
52230,35451
52230,44276
52230,44829
52230,38506
52230,45602
52230,48968
52230,43249
52230,30209
52230,46180
52230,41230
52230,29991
52230,47721
52230,35183
52230,31083
52230,37126
52230,32758
52230,30596
52230,45314
52230,33834
52230,29533
52230,40917
52230,55468
52230,41679
52230,55520
52230,41709
52230,48592
52230,56385
52230,32024
52230,55110
52230,47393
52230,38242
52230,42545
52230,57306
52230,54474
52230,51392
52230,56026
52230,55734
52230,38751
52230,29918
52230,43622
52230,28920
52230,44780
52230,36174
52230,57392
52230,46688
52230,55418
52230,41397
52230,56944
52230,37157
52230,40856
52230,42699
52230,56631
52230,38401
52230,49481
52230,55230
52230,40022
52230,34893
52230,33874
52230,54260
52230,44363
52230,36353
52230,38517
52230,56580
52230,32362
52230,55298
52230,30995
52230,50191
52230,44899
52230,55310
52230,50311
52230,41309
52230,43852
52230,50781
52230,31437
52230,39955
52230,37916
52230,56135
52230,44288
19609,52507
19609,53866
19609,52062
52507,43596
52507,46212
52507,51753
52507,56250
52507,29777
52507,33799
21302,53521
21302,45149
53521,37176
53521,30894
53521,36428
53521,43865
53521,41369
53521,50719
53521,39642
53521,45836
53521,56610
53521,57433
53521,56584
53521,54715
53521,47848
53521,51438
53521,36495
53521,45565
53521,31978
53521,35201
53521,36843
53521,43336
53521,56233
53521,42627
53521,51670
53521,39735
5213,52201
5213,45174
5213,53742
52201,47304
52201,51709
52201,56672
8532,53119
8532,33900
53119,42184
53119,48322
53119,32073
53119,36062
53119,49644
53119,55547
53119,56065
53119,32803
53119,39758
53119,41956
821,39714
821,52088
821,52434
821,52263
821,53060
39714,51948
2961,48425
2961,52445
48425,51860
18228,40300
18228,53815
40300,53543
10307,52855
10307,34981
52855,40981
52855,41906
52855,47716
52855,37933
52855,50866
52855,33182
52855,39681
52855,43060
52855,29439
52855,40611
52855,39923
52855,42876
52855,48046
52855,54671
3276,41525
3276,54045
41525,52894
41525,54908
3108,37454
3108,53138
37454,56980
37454,52559
3872,52495
3872,47159
3872,40512
3872,52900
52495,46705
52495,55299
52495,51048
7538,30365
7538,49868
7538,53664
7538,53948
7538,49542
7538,53064
7538,37249
30365,57192
11016,52425
11016,43569
11016,53446
11016,52765
52425,29191
52425,30520
52425,49766
52425,47118
52425,30349
52425,40273
52425,46058
52425,51529
52425,54339
52425,55605
52425,55418
52425,43828
52425,56382
52425,57234
52425,42614
52425,54809
52425,42355
52425,41146
52425,33966
25677,53925
25677,49565
25677,53847
25677,44380
25677,52141
25677,53122
25677,53550
53925,49316
53925,30591
53925,42824
53925,39647
53925,28956
53925,33034
53925,45731
53925,40443
53925,34456
53925,43421
53925,33625
53925,56161
53925,54802
53925,55207
53925,50202
53925,30084
53925,54137
53925,43169
53925,46197
13665,53699
13665,49402
13665,54073
13665,53201
13665,31819
13665,38714
13665,52064
13665,54087
13665,52409
53699,31717
53699,31289
53699,49448
53699,45614
53699,28911
53699,40388
53699,41489
53699,29679
53699,32777
53699,34310
53699,55354
53699,39862
53699,56172
53699,55740
53699,37209
53699,44115
53699,51535
53699,36913
53699,28922
18399,41047
18399,53245
41047,55053
41047,53827
41047,53510
16136,35239
16136,51988
35239,53347
35239,54723
3126,52849
3126,38651
3126,53245
52849,43335
52849,35647
52849,48466
52849,34154
52849,47840
52849,43601
52849,32174
52849,30406
52849,34325
52849,33832
52849,37545
52849,40590
52849,57283
906,54082
906,47184
54082,51334
54082,43110
54082,36588
54082,48815
54082,36496
54082,29686
54082,47058
54082,46373
54082,45521
54082,41394
54082,35545
54082,56157
54082,38900
54082,41027
54082,34810
54082,48738
54082,37351
54082,43384
54082,29651
54082,39564
12488,53089
12488,53439
12488,52492
12488,52885
12488,40495
12488,52696
12488,53222
12488,52312
53089,49899
28238,30277
28238,53625
30277,54037
1980,36039
1980,36198
1980,52668
36039,56806
8126,51826
8126,53893
8126,29160
8126,51665
8126,29654
51826,53758
51826,55388
3017,53893
3017,46382
3017,52198
53893,37641
53893,35748
53893,30834
53893,39579
53893,37291
53893,44731
53893,38715
53893,46502
53893,47963
53893,49820
53893,36255
53893,29259
24528,52108
24528,45584
24528,28952
52108,28906
52108,38623
52108,30259
52108,48390
52108,50927
52108,37698
52108,36222
52108,40730
52108,45314
52108,33222
52108,46610
52108,56300
52108,30982
52108,56765
52108,35357
52108,55136
52108,57243
52108,56748
52108,57410
52108,29299
52108,35915
52108,48658
52108,42089
52108,54669
52108,40001
3314,51916
3314,31409
3314,35881
51916,38221
51916,49054
51916,39188
51916,44645
51916,38875
51916,30889
51916,47541
51916,49647
51916,43560
51916,49369
51916,37579
51916,30440
51916,30874
51916,37077
51916,32083
51916,30674
51916,49924
51916,47505
51916,48965
51916,45796
51916,38992
51916,51616
51916,37201
51916,39618
51916,49868
51916,46995
51916,41233
51916,54806
51916,50499
51916,31798
51916,57267
51916,35136
51916,28952
51916,34414
51916,41865
51916,35432
51916,35123
51916,46440
51916,39396
51916,44588
51916,55967
51916,39018
51916,44226
51916,56339
51916,39578
51916,44700
51916,46063
27299,37009
27299,52742
27299,51939
37009,57172
37009,52876
26316,47440
26316,52559
47440,54191
47440,54092
6110,52390
6110,33776
6110,54062
6110,52651
6110,53245
6110,53092
52390,36585
52390,45787
52390,44691
52390,50357
52390,30336
52390,50766
52390,54884
52390,55001
52390,55966
52390,37684
52390,50762
52390,51353
52390,47910
52390,33264
10242,52005
10242,47621
52005,29868
52005,48967
52005,54664
52005,46483
52005,46260
23749,41675
23749,53751
23749,49218
23749,35679
23749,35425
41675,56054
13039,53619
13039,51510
13039,53197
53619,37018
53619,44999
53619,31122
53619,43979
53619,33202
53619,32987
53619,48090
53619,42824
53619,39354
53619,55373
53619,55183
53619,33547
53619,47247
53619,43314
53619,56619
53619,54241
53619,57469
53619,37938
53619,41171
25210,30875
25210,52144
30875,52770
30875,55035
30875,53901
30875,52842
23824,52833
23824,52275
52833,49878
52833,28992
52833,30375
52833,46441
52833,44433
52833,57539
52833,56114
52833,42034
52833,34910
52833,57545
52833,51103
52833,44361
52833,55894
24550,52977
24550,52769
24550,37221
52977,41508
52977,44130
52977,51784
52977,45713
52977,49810
52977,55885
52977,37011
52977,49252
52977,33309
8629,40887
8629,52165
40887,52021
412,39123
412,53840
39123,54159
4822,41359
4822,53272
4822,51441
4822,34083
41359,53854
26110,52716
26110,47912
26110,52463
26110,53172
52716,29086
52716,48819
52716,44900
52716,35908
52716,54670
52716,34137
52716,41980
19516,35898
19516,52373
19516,52978
19516,53909
35898,52952
6202,52431
6202,49184
6202,36934
6202,53473
6202,54011
6202,53241
6202,53419
6202,50094
52431,40383
52431,38054
52431,49646
52431,32111
52431,42109
52431,40955
52431,28854
52431,32030
52431,30040
52431,37201
52431,44463
52431,32724
52431,45482
52431,46968
52431,55234
52431,35246
52431,54984
52431,37708
52431,55921
52431,43609
52431,57232
52431,28948
52431,34448
52431,38735
52431,37048
52431,41526
52431,29921
52431,30543
52431,29214
52431,51784
52431,42642
52431,48209
52431,37229
21670,30409
21670,52162
30409,54015
639,52068
639,30779
52068,44883
52068,51139
52068,29144
52068,45646
52068,34195
52068,51795
52068,54274
52068,33990
52068,42641
52068,49994
52068,57446
52068,32024
52068,46842
52068,32417
52068,47001
52068,31001
3511,53801
3511,53188
3511,53500
3511,49707
3511,52202
3511,48538
3511,36254
53801,46536
53801,36937
53801,50964
53801,32610
53801,43314
53801,44551
53801,34728
53801,42871
53801,40223
53801,42950
53801,38139
53801,56107
53801,30029
53801,40479
53801,34625
53801,41502
53801,31536
53801,30038
53801,38099
53801,34741
53801,46048
25823,52690
25823,36875
52690,32512
52690,31243
52690,48310
52690,29822
52690,29575
52690,51487
52690,43643
52690,51209
52690,54940
52690,51584
52690,54552
52690,55731
52690,45641
52690,33851
52690,55098
52690,34463
52690,43383
52690,30514
52690,51719
4071,38864
4071,53651
4071,53872
4071,37813
38864,52671
38864,52833
38864,53693
38864,54211
17419,46659
17419,52691
17419,52291
46659,55956
14369,28968
14369,52077
14369,49588
14369,47164
28968,54492
28968,52682
10569,52072
10569,50505
52072,48804
52072,46930
52072,29465
52072,32940
52072,30665
52072,37376
52072,46053
52072,35293
52072,54476
52072,43651
52072,51544
52072,35839
52072,32138
52072,57000
20102,33582
20102,53442
33582,53966
19556,52524
19556,52262
52524,39720
52524,54232
113,53619
113,31094
113,52191
113,52755
113,52670
24480,52082
24480,53970
24480,49602
24480,53082
24480,52417
24480,53396
24480,52906
24480,52083
24480,53744
24480,54013
24480,31191
52082,35573
52082,50398
52082,46508
52082,51568
52082,48037
52082,44981
52082,34059
52082,41091
52082,56156
52082,51625
52082,45469
52082,57279
52082,30431
52082,38414
52082,55672
52082,34196
52082,44852
13109,45463
13109,50623
13109,53972
13109,53479
13109,52374
13109,30673
13109,52579
13109,37164
13109,52400
13109,52489
13109,50622
13109,53396
13109,52629
13109,53676
13109,39563
13109,42244
13109,47335
13109,39277
13109,35096
13109,53567
13109,53401
13109,52387
13109,52240
13109,51936
13109,53004
13109,52068
13109,53929
13109,34042
13109,54094
45463,53006
45463,53908
45463,55862
24588,52846
24588,53784
24588,28892
24588,52434
52846,48750
52846,41938
52846,32881
52846,30135
52846,31522
52846,30932
52846,46774
52846,29470
52846,42412
52846,43216
52846,57382
52846,43973
52846,46633
52846,31398
52846,43658
52846,54362
52846,44333
52846,29975
52846,45338
52846,46640
52846,49432
52846,46065
23834,52647
23834,52791
23834,53345
23834,52072
23834,53700
23834,30877
23834,53611
23834,51529
52647,39824
52647,29848
52647,47715
52647,36799
52647,46469
52647,55306
52647,29043
52647,30335
16750,53652
16750,45235
53652,51346
53652,35428
53652,34350
53652,31155
53652,50028
53652,49886
53652,49918
53652,37556
53652,54447
53652,54370
53652,39629
53652,49904
53652,38042
53652,36062
53652,38053
24907,52093
24907,51010
52093,41009
52093,40400
52093,47026
52093,47801
52093,39840
52093,49517
52093,48288
52093,47018
52093,33034
52093,42817
52093,41883
52093,55802
52093,44894
52093,38843
52093,55724
52093,44003
6345,53309
6345,52447
6345,40371
53309,35942
53309,49377
53309,30390
53309,32900
53309,50323
53309,40815
53309,33062
53309,48379
53309,40435
53309,56934
53309,37335
53309,50402
53309,45411
53309,55441
27039,39895
27039,52555
27039,53300
39895,57248
28671,53970
28671,50653
28671,52443
28671,32925
28671,34614
28671,43515
28671,48163
28671,53495
28671,51976
28671,52618
28671,51837
28671,36651
28671,29208
28671,52858
53970,35065
53970,40883
53970,41798
53970,37105
53970,48380
53970,48545
53970,45702
53970,47282
53970,44477
53970,37487
53970,31124
53970,36445
53970,30648
53970,39784
53970,41361
53970,33919
53970,31138
53970,56969
53970,35610
53970,30178
53970,40860
53970,57445
53970,35276
53970,33552
53970,37926
53970,46381
53970,43667
53970,33572
53970,50436
53970,46223
53970,57286
53970,32894
53970,45969
53970,34561
53970,38344
53970,42084
23404,29358
23404,52673
23404,52195
29358,54890
8307,52674
8307,32359
52674,29648
52674,36356
52674,51213
52674,46673
52674,41044
52674,44580
52674,44375
52674,51001
52674,40780
52674,43787
52674,32203
52674,48241
52674,30088
52674,45730
52674,41577
52674,51373
52674,44125
52674,30145
52674,44427
52674,48848
52674,36048
52674,47547
52674,29991
52674,54301
52674,54341
52674,55146
52674,32462
52674,46987
52674,46138
52674,32518
52674,51021
52674,54837
52674,57142
52674,36422
52674,31451
52674,43622
52674,38221
52674,33483
52674,51392
52674,35663
52674,41343
52674,42956
52674,35785
52674,43824
52674,41860
52674,32737
52674,44218
52674,50248
52674,54473
52674,39086
15609,51013
15609,51988
15609,33600
51013,53300
51013,53560
51013,53460
9117,51928
9117,51969
9117,41922
9117,50168
9117,28981
51928,46736
51928,40605
51928,44428
51928,30719
51928,46584
51928,36470
51928,34688
51928,43323
51928,35278
51928,33617
51928,30568
51928,47058
51928,48439
51928,44494
51928,48057
51928,55398
51928,43818
51928,55863
51928,49731
51928,54956
51928,29049
51928,31964
51928,47959
51928,33499
51928,46898
13732,53045
13732,54025
13732,52633
13732,37680
53045,45754
53045,40361
53045,57082
6057,31460
6057,52061
31460,52168
867,53553
867,36502
53553,43102
53553,29719
53553,37792
53553,44936
53553,30882
53553,29290
53553,39178
53553,33594
53553,56920
53553,56781
53553,47471
53553,56774
53553,55704
53553,38845
53553,39868
53553,42155
53553,42523
28625,52159
28625,30684
28625,53080
28625,39329
28625,53462
28625,40134
52159,33077
52159,56034
21811,53573
21811,34671
21811,52743
21811,49711
53573,33396
53573,32850
53573,44371
53573,30546
53573,45127
53573,54435
53573,39103
53573,41884
6298,54015
6298,43963
54015,38839
54015,29871
54015,51667
54015,39804
54015,35977
54015,46159
54015,39420
54015,43828
54015,49906
54015,42034
54015,40718
54015,34440
54015,39579
54015,47602
54015,55919
54015,50057
54015,31983
54015,55596
54015,56690
54015,42618
54015,57027
54015,54268
54015,41271
54015,37426
54015,38109
54015,50504
54015,31204
54015,30651
54015,37820
54015,43338
54015,33658
54015,34582
54015,39208
