node_id,Budget_share,degree,capacity
125,0.0,3,153.0
126,0.0,2,30.0
127,0.0,3,233.0
128,0.0,3,32.0
129,0.0,3,30.0
130,0.0,2,30.0
131,0.0,4,30.0
132,0.0,4,30.0
133,0.0,3,30.0
134,0.0,2,77.0
135,0.0,2,30.0
136,0.0,3,414.0
137,0.0,2,30.0
138,0.0,9,468.0
139,0.0,2,30.0
140,0.0,7,120.0
141,0.0,5,416.0
142,0.0,2,45.0
143,0.0,2,30.0
144,0.0,8,502.0
145,0.0,7,317.0
146,0.0,4,34.0
147,0.0,2,30.0
148,0.0,3,36.0
149,0.0,2,331.0
150,0.0,13,650.0
151,0.0,4,30.0
152,0.0,2,1072.0
153,0.0,2,30.0
154,0.0,6,340.0
155,0.0,18,2662.0
156,0.0,2,107.0
157,0.0,3,301.0
158,0.0,2,72.0
159,0.0,9,647.0
160,0.0,6,363.0
161,0.0,2,30.0
162,0.0,2,72.0
163,0.0,4,68.0
164,0.0,3,30.0
165,0.0,3,80.0
166,0.0,2,30.0
167,0.0,25,2931.0
168,0.0,5,1022.0
169,0.0,5,134.0
170,0.0,2,30.0
171,0.2338111181336281,6,162.0
172,0.0,4,98.0
173,0.0,2,30.0
174,0.0,4,470.0
175,0.0,4,228.0
176,12.590780006714695,2,174.0
177,0.0,2,30.0
178,0.0,4,30.0
179,0.0,3,30.0
180,0.0,9,158.0
181,0.0,3,30.0
182,0.0,5,3430.0
183,0.0,3,55.0
184,0.0,2,30.0
185,0.0,2,109.0
186,0.0,4,45.0
187,0.0,8,2973.0
188,0.0,6,1160.0
189,0.0,3,30.0
190,0.0,4,1924.0
191,0.0,2,30.0
192,0.19572175739946718,3,30.0
193,0.0,2,70.0
194,0.0,4,30.0
195,0.0,3,30.0
196,0.0,5,48.0
197,0.0,2,34.0
198,0.0,2,131.0
199,0.0,3,30.0
200,0.0,2,30.0
201,0.0,2,30.0
202,0.0,4,108.0
203,0.0,3,69.0
204,0.0,2,30.0
205,0.0,2,30.0
206,0.0,9,834.0
207,0.0,6,104.0
208,0.093830516065061,2,30.0
209,0.0,2,30.0
210,0.0,2,30.0
211,0.0,4,30.0
212,0.0,3,30.0
213,0.0,4,295.0
214,0.0,4,311.0
215,0.9675698456299855,2,30.0
216,0.0,5,41.0
217,0.0,3,52.0
218,0.0,3,33.0
219,0.0,8,93.0
220,0.0,4,211.0
221,0.0,4,128.0
222,0.0,2,30.0
223,0.00036966809860031153,7,363.0
224,0.0,4,38.0
225,0.0,2,30.0
226,0.0,7,54.0
227,15.870779330304982,4,2522.0
228,0.0,2,30.0
229,0.0,2,53.0
230,0.0,2,875.0
231,0.0,3,33.0
232,0.0,5,86.0
233,0.0,2,111.0
234,0.0,3,173.0
235,0.0,4,691.0
236,0.0,3,33.0
237,0.0,4,38.0
238,0.0,2,30.0
239,0.0,5,4250.0
240,0.0,2,30.0
241,0.0,2,30.0
242,0.0,3,30.0
243,0.0,2,30.0
244,0.0,4,49.0
245,0.0,2,56.0
246,0.0,3,30.0
247,0.0,2,30.0
248,0.0,3,30.0
249,0.0,2,30.0
250,0.0,5,277.0
251,0.0,4,30.0
252,0.0,11,1346.0
253,0.0,9,2679.0
254,0.0,5,56.0
255,0.0,2,30.0
256,0.0,4,57.0
257,0.0,3,69.0
258,0.0,2,215.0
259,0.0,2,37.0
260,0.0,2,214.0
261,0.0,3,30.0
262,0.0,3,54.0
263,0.0,3,63.0
264,0.0,4,30.0
265,0.0,2,46.0
266,0.0,3,79.0
267,0.0,2,33.0
268,0.0,2,30.0
269,0.0,4,30.0
270,0.0,2,30.0
271,0.0,3,30.0
272,29.498819548208836,2,30.0
273,0.0,2,55.0
274,0.0,2,30.0
275,0.0,3,34.0
276,0.0,2,78.0
277,0.0,3,245.0
278,0.0,4,51.0
279,0.0,5,30.0
280,0.0,4,50.0
281,0.0,1,30.0
282,0.0,4,30.0
283,0.0,3,160.0
284,0.0,3,74.0
285,0.0006730252154543415,12,505.0
286,0.0,24,456.0
287,0.0,3,30.0
288,0.0,2,30.0
289,0.0,4,30.0
290,0.0,3,30.0
291,0.0,2,38.0
292,0.0,2,30.0
293,0.0,2,30.0
294,0.0,2,152.0
295,0.0,3,56.0
296,0.0,3,30.0
297,0.0,5,103.0
298,0.0,4,30.0
299,0.0,3,30.0
300,0.0,2,30.0
301,0.0,2,30.0
302,0.0,3,30.0
303,0.0,2,30.0
304,0.0,3,136.0
305,0.0,5,64.0
306,0.0,3,66.0
307,0.0,4,90.0
308,0.0,3,30.0
309,0.0,3,30.0
310,0.0,2,41.0
311,0.0,2,137.0
312,0.0,2,40.0
313,0.0,3,191.0
314,0.00046944539663086913,3,30.0
315,0.0,4,183.0
316,0.0,3,30.0
317,0.0,2,30.0
318,0.0,2,30.0
319,0.0,3,30.0
320,0.0,4,37.0
321,0.0,5,85.0
322,0.0,2,42.0
323,0.0,3,121.0
324,0.0,6,1326.0
325,0.0,3,41.0
326,38.7069124990341,2,44.0
327,0.0,5,3353.0
328,0.0,5,88.0
329,0.0,5,52.0
330,0.0,6,65.0
331,0.0,8,1047.0
332,0.0,2,30.0
333,0.0,2,30.0
334,0.0,2,30.0
335,0.000547843972166219,2,30.0
336,0.0,2,33.0
337,0.0,7,61.0
338,0.0,2,30.0
339,0.0,2,42.0
340,0.0,4,66.0
341,47.53828075957814,3,38.0
342,0.0,5,94.0
343,0.0,3,254.0
344,0.0,2,30.0
345,0.0,2,30.0
346,0.0,6,156.0
347,0.0,2,30.0
348,0.0,4,30.0
349,0.0,2,69.0
350,0.0,2,135.0
351,0.0,2,54.0
352,0.0027473857980082196,3,2463.0
353,30.266291706253522,3,30.0
354,0.0,2,197.0
355,0.0,2,33.0
356,0.0,4,256.0
357,0.0,1,47.0
358,0.0,4,30.0
359,0.0,3,40.0
360,0.0,1,30.0
361,0.0,2,30.0
362,0.0,2,30.0
363,0.0,3,69.0
364,0.0,6,253.0
365,64.65159537806797,2,30.0
366,0.0,2,48.0
367,0.0,2,486.0
368,0.0,2,30.0
369,0.0,2,30.0
370,0.0,8,114.0
371,0.0,3,130.0
372,1.7205591355137788,9,1143.0
373,0.0,5,71.0
374,0.0,3,30.0
375,0.0,2,30.0
376,0.0,3,30.0
377,0.005500437806930173,2,30.0
378,0.0,2,206.0
379,0.0,3,147.0
380,0.0,2,30.0
381,0.0,2,44.0
382,0.0,5,1313.0
383,0.0,2,43.0
384,0.4159607838895971,2,30.0
385,0.0,4,30.0
386,0.0,2,30.0
387,0.0,2,30.0
388,0.0,3,30.0
389,0.0,3,30.0
390,0.0,2,30.0
391,0.0,3,120.0
392,0.0,3,165.0
393,0.0,8,2546.0
394,0.0,7,1108.0
395,0.0,3,30.0
396,0.0,3,37.0
397,0.0,2,30.0
398,0.0,4,265.0
399,0.0,2,151.0
400,0.0,4,60.0
401,0.0,4,30.0
402,0.0,6,1786.0
403,0.0,4,30.0
404,0.0,4,258.0
405,0.0,3,2312.0
406,0.0,2,30.0
407,0.0,2,30.0
408,0.0,2,112.0
409,0.0,9,67.0
410,0.0,2,103.0
411,0.0,18,1931.0
412,0.0,2,36.0
413,0.0,2,108.0
414,0.0,2,30.0
415,0.0,2,74.0
416,0.0,4,30.0
417,0.0,2,35.0
418,0.0,4,2956.0
419,0.0,5,42.0
420,0.0,2,30.0
421,0.0,3,182.0
422,0.0,4,67.0
423,0.0,2,30.0
424,0.0,6,172.0
425,0.0,4,30.0
426,0.0,3,183.0
427,0.0,3,434.0
428,0.0,3,52.0
429,0.0,4,46.0
430,0.3932465678055419,6,35.0
431,0.0,4,92.0
432,0.0,2,30.0
433,0.0,5,263.0
434,0.0,7,609.0
435,0.0,2,140.0
436,0.0,3,30.0
437,0.0,6,30.0
438,0.0,13,902.0
439,0.0,2,30.0
440,0.0,4,30.0
441,0.0,11,861.0
442,0.0,4,53.0
443,0.0,7,30.0
444,0.0,3,30.0
445,0.0,3,30.0
446,0.006147573313390274,1,120.0
447,0.0,2,30.0
448,0.0,2,1241.0
449,0.0,2,73.0
450,0.0,2,30.0
451,0.0,4,30.0
452,0.0,2,52.0
453,0.0,2,30.0
454,0.0,9,606.0
455,21.906060916274146,4,30.0
456,0.0,3,102.0
457,0.0,1,30.0
458,0.0,2,3764.0
459,0.0,2,46.0
460,0.0,2,30.0
461,0.5923816373645213,2,30.0
462,0.0,4,375.0
463,0.0,2,84.0
464,0.0,2,61.0
465,0.0,2,30.0
466,0.0,10,583.0
467,0.0,2,30.0
468,0.0,4,30.0
469,0.0,4,97.0
470,0.0,1,30.0
471,0.0,3,68.0
472,0.0,5,116.0
473,0.0,5,622.0
474,0.0,5,153.0
475,0.0,15,312.0
476,0.0,2,30.0
477,0.0,6,2831.0
478,0.0,32,3420.0
479,0.0,11,211.0
480,0.0,2,30.0
481,0.0,13,322.0
482,0.0,3,60.0
483,0.0,2,30.0
484,0.0,2,47.0
485,0.0,2,157.0
486,0.0,3,70.0
487,0.0,2,37.0
488,0.0,2,159.0
489,0.0,2,61.0
490,0.0,3,30.0
491,0.0,3,245.0
492,0.0,1,30.0
493,0.0,2,30.0
494,0.0,3,410.0
495,0.0,3,30.0
496,0.0,2,30.0
497,0.5090418257264562,2,30.0
498,0.0,4,56.0
499,0.0,2,30.0
500,64.00067678686366,2,34.0
501,0.0,2,208.0
502,0.0,3,30.0
503,0.0,4,30.0
504,0.5443890898409796,3,30.0
505,0.0,4,30.0
506,0.0,4,70.0
507,0.0,3,45.0
508,0.0,2,81.0
509,0.0,2,30.0
510,0.0,2,30.0
511,0.0,3,72.0
512,0.0,2,30.0
513,0.0,3,30.0
514,0.0,2,47.0
515,0.0,4,148.0
516,0.0,6,342.0
517,0.0,2,30.0
518,0.0,2,30.0
519,0.0,3,30.0
520,0.0,2,146.0
521,0.00010585964462434702,2,123.0
522,0.0,3,30.0
523,0.0,4,247.0
524,0.0,2,30.0
525,0.0,3,30.0
526,0.0,3,943.0
527,0.0,2,121.0
528,0.0,2,35.0
529,0.0,4,78.0
530,0.0,2,127.0
531,0.0,2,31.0
532,0.0,8,219.0
533,0.0,5,83.0
534,0.1621157393611926,3,30.0
535,0.0,3,30.0
536,0.0,6,738.0
537,0.0,3,30.0
538,0.0,3,30.0
539,0.0,2,30.0
540,0.0,3,70.0
541,0.0,6,300.0
542,0.0,3,30.0
543,0.0,5,421.0
544,0.0,2,30.0
545,0.0,2,30.0
546,0.0,5,47.0
547,0.0,2,30.0
548,0.0,11,3663.0
549,0.0,2,30.0
550,0.0,4,668.0
551,0.0,4,30.0
552,0.0,3,30.0
553,0.0,2,30.0
554,0.0,2,30.0
555,0.0,5,32.0
556,0.0,3,30.0
557,0.0,8,566.0
558,0.0,3,2742.0
559,0.0,8,1105.0
560,0.0,3,30.0
561,0.0,4,30.0
562,0.0,5,65.0
563,0.0,2,50.0
564,0.0,2,30.0
565,0.0,2,30.0
566,0.0,3,163.0
567,0.0,2,30.0
568,0.0,7,225.0
569,0.0,2,30.0
570,0.0,4,30.0
571,0.0,4,55.0
572,0.0,3,30.0
573,0.0,2,30.0
574,0.0,5,616.0
575,0.0,3,83.0
576,0.0,2,328.0
577,0.0,2,30.0
578,0.0,3,63.0
579,0.0,3,67.0
580,0.0,3,30.0
581,0.0,2,30.0
582,0.0,4,383.0
583,0.0,3,30.0
584,0.0,2,30.0
585,0.0,2,30.0
586,0.0,5,78.0
587,0.0,7,71.0
588,0.0,5,1070.0
589,34.110097012216066,2,309.0
590,0.0,2,30.0
591,0.0,3,33.0
592,0.0,3,95.0
593,0.0,8,322.0
594,0.0,5,213.0
595,0.0,6,681.0
596,0.0,2,67.0
597,0.0,2,30.0
598,0.0,6,440.0
599,0.0,4,79.0
600,0.0,3,30.0
601,0.0,12,480.0
602,0.0,2,30.0
603,0.0,3,30.0
604,14.810783316757679,4,30.0
605,0.0,2,174.0
606,0.0,2,151.0
607,0.0,2,30.0
608,0.0,2,346.0
609,50.90794520136553,4,56.0
610,0.0,4,32.0
611,0.0,2,33.0
612,0.0,3,335.0
613,0.0,4,133.0
614,0.0,2,506.0
615,0.0,4,104.0
616,0.0,4,1427.0
617,0.0,3,43.0
618,0.0,3,30.0
619,0.0,3,30.0
620,0.0,2,49.0
621,0.0,4,50.0
622,0.0,2,193.0
623,0.0,3,38.0
624,0.0,2,30.0
625,0.0,3,126.0
626,0.0,3,169.0
627,0.0,2,30.0
628,0.0,6,190.0
629,0.0,2,30.0
630,0.0,3,47.0
631,0.0,4,554.0
632,0.0,3,30.0
633,0.0,7,47.0
634,0.0,4,85.0
635,0.0,1,30.0
636,0.0,4,780.0
637,0.0,2,30.0
638,0.0,3,30.0
639,0.0,2,68.0
640,65.19561931410999,1,30.0
641,0.0,4,118.0
642,0.0,3,30.0
643,0.0,3,78.0
644,0.0,1,30.0
645,0.0,2,30.0
646,0.0,4,165.0
647,0.0,2,30.0
648,0.0,3,30.0
649,0.0,2,30.0
650,0.0,10,1098.0
651,0.0,3,191.0
652,0.0,4,107.0
653,0.0,3,37.0
654,0.0,4,59.0
655,5.139273017653017,2,30.0
656,0.0,2,68.0
657,0.0,2,30.0
658,0.0,3,343.0
659,0.0,3,30.0
660,0.0,2,30.0
661,0.0,2,30.0
662,0.0,2,30.0
663,0.0,3,128.0
664,0.0,3,32.0
665,0.0,2,30.0
666,0.0,4,566.0
667,48.13586035323469,6,174.0
668,0.0,9,421.0
669,0.0,3,134.0
670,0.0,2,30.0
671,0.0,2,151.0
672,0.0,6,30.0
673,0.0,2,36.0
674,0.0,2,30.0
675,0.0,5,30.0
676,0.0,1,30.0
677,0.0,4,201.0
678,0.0,2,30.0
679,0.0,2,121.0
680,0.0,3,30.0
681,0.0,6,59.0
682,0.0,11,175.0
683,0.0,5,88.0
684,0.0,3,30.0
685,0.0,2,30.0
686,0.0,4,192.0
687,0.0,4,30.0
688,0.0,5,127.0
689,0.0,8,135.0
690,0.0,2,56.0
691,0.0,2,30.0
692,0.0,2,390.0
693,0.0,2,70.0
694,0.0,3,30.0
695,0.0,2,30.0
696,0.0,4,60.0
697,0.0,2,77.0
698,0.0,5,54.0
699,0.0,2,254.0
700,0.0,2,57.0
701,0.0,3,58.0
702,0.0,2,249.0
703,0.0,5,267.0
704,0.0,4,358.0
705,0.0,2,203.0
706,0.0,3,30.0
707,0.0,2,30.0
708,0.0,4,447.0
709,0.0,1,137.0
710,0.0,3,67.0
711,0.0,14,2442.0
712,0.0,3,43.0
713,0.0,5,30.0
714,0.0,7,556.0
715,0.0,1,34.0
716,0.0,2,92.0
717,0.0,2,43.0
718,0.0,5,513.0
719,0.0,5,56.0
720,0.0,6,386.0
721,0.0,2,64.0
722,0.0,3,728.0
723,0.0,3,30.0
724,0.0,4,30.0
725,0.0,2,63.0
726,0.0,5,30.0
727,0.0,3,30.0
728,0.0,3,64.0
729,0.0,2,30.0
730,0.0,4,354.0
731,0.0,2,30.0
732,0.0,13,589.0
733,0.0,3,152.0
734,0.0,2,30.0
735,0.0,2,30.0
736,0.0,7,309.0
737,0.0,4,71.0
738,0.0,2,33.0
739,0.0,4,58.0
740,0.0,5,862.0
741,0.0,3,376.0
742,14.059868879490061,3,377.0
743,0.0,2,30.0
744,0.0,2,30.0
745,0.0,2,30.0
746,0.0,6,30.0
747,0.0,2,30.0
748,0.0,2,30.0
749,0.0,2,30.0
750,0.0,2,126.0
751,0.0,3,30.0
752,0.0,5,346.0
753,0.0,2,30.0
754,0.0,4,41.0
755,0.0,5,83.0
756,0.0,2,30.0
757,0.0,3,30.0
758,0.0,4,30.0
759,0.0,5,1317.0
760,0.0,4,30.0
761,0.0,4,55.0
762,0.0,3,329.0
763,0.0,3,30.0
764,0.0,3,30.0
765,0.0,2,42.0
766,0.0,2,155.0
767,0.0,3,157.0
768,0.0,2,30.0
769,0.0,4,35.0
770,0.0,2,30.0
771,0.0,5,424.0
772,0.0,5,271.0
773,0.0,2,37.0
774,0.0,6,30.0
775,0.0,2,30.0
776,0.0,3,89.0
777,0.0,4,81.0
778,0.0,5,99.0
779,0.0,2,30.0
780,0.0,3,74.0
781,0.0,4,85.0
782,0.0,5,84.0
783,0.0,5,215.0
784,0.003474690206344524,2,32.0
785,0.2340443760809012,3,41.0
786,0.0,2,30.0
787,0.0,2,164.0
788,0.0,3,59.0
789,0.0,3,31.0
790,0.0,3,30.0
791,0.0,3,74.0
792,0.0,4,251.0
793,0.0,2,2620.0
794,0.0,2,30.0
795,0.0,3,44.0
796,0.0,4,191.0
797,0.00037575034290476025,3,30.0
798,0.0,3,715.0
799,0.0,2,62.0
800,0.0,3,30.0
801,0.0,7,407.0
802,0.0,2,30.0
803,0.0,2,30.0
804,28.898978638549544,8,952.0
805,0.0,2,38.0
806,0.0,2,54.0
807,0.0,4,30.0
808,0.0,2,30.0
809,0.0,5,316.0
810,0.0,12,255.0
811,0.0,4,139.0
812,0.0,2,30.0
813,0.0,6,65.0
814,0.0,3,258.0
815,0.0,2,65.0
816,0.0,2,30.0
817,44.32293139340718,5,112.0
818,0.0,3,531.0
819,0.0,3,30.0
820,0.0,9,182.0
821,0.0,15,563.0
822,0.0,3,30.0
823,0.0,2,508.0
824,0.0,4,30.0
825,0.0,2,30.0
826,0.0,2,30.0
827,0.0,2,65.0
828,0.0,18,2630.0
829,0.0,2,30.0
830,0.0,2,30.0
831,0.0,3,30.0
832,0.0,4,158.0
833,0.0,2,30.0
834,0.0,4,30.0
835,0.0,3,30.0
836,0.0,2,30.0
837,17.833501787742804,2,30.0
838,0.0,2,30.0
839,0.0,2,31.0
840,0.0,3,30.0
841,0.0,5,30.0
842,0.0,3,30.0
843,17.059304127010257,5,30.0
844,0.0,2,43.0
845,0.0,3,263.0
846,0.0,2,30.0
847,0.0,3,30.0
848,0.0,2,37.0
849,0.0,3,30.0
850,0.0,5,64.0
851,0.0,3,117.0
852,0.0,2,767.0
853,0.0,4,698.0
854,0.0,2,30.0
855,0.0,3,30.0
856,0.0,2,43.0
857,0.0,2,30.0
858,0.0,11,481.0
859,0.0,4,56.0
860,0.0,2,30.0
861,0.0,2,30.0
862,0.0,4,30.0
863,0.0,3,30.0
864,0.0,6,772.0
865,0.5192858238909893,3,120.0
866,0.0,5,30.0
867,0.0,1,30.0
868,0.0,2,66.0
869,0.0,2,43.0
870,0.0,2,43.0
871,0.0,4,191.0
872,0.0,2,457.0
873,0.0,3,71.0
874,0.0,2,755.0
875,0.0,14,6151.0
876,0.0,9,95.0
877,0.0,2,30.0
878,0.0,4,30.0
879,0.0,4,30.0
880,0.0,3,57.0
881,0.0,3,30.0
882,65.08328647770053,4,30.0
883,0.0,3,150.0
884,0.0,4,510.0
885,0.0,2,30.0
886,0.0,2,30.0
887,0.0,4,99.0
888,0.0,4,162.0
889,0.0,7,30.0
890,0.0,2,59.0
891,0.0,2,30.0
892,0.0,3,30.0
893,0.0,4,242.0
894,0.0,12,657.0
895,0.0,5,307.0
896,0.0,5,352.0
897,0.0,2,30.0
898,0.0,3,30.0
899,0.0,3,70.0
900,0.0,3,30.0
901,0.0,2,209.0
902,0.0,2,44.0
903,0.0,2,30.0
904,0.0,2,166.0
905,0.0,2,30.0
906,0.0,6,183.0
907,0.0,3,30.0
908,0.0,4,30.0
909,0.0,4,30.0
910,0.0,4,132.0
911,64.97269470375048,9,1312.0
912,0.0,2,30.0
913,0.0,4,30.0
914,0.0,2,37.0
915,0.0,2,30.0
916,64.86188234749316,3,30.0
917,0.0,3,30.0
918,0.0,2,137.0
919,0.0,4,1518.0
920,0.0,2,123.0
921,0.0,2,30.0
922,0.0,7,36.0
923,0.0,2,30.0
924,0.0,3,30.0
925,0.0,2,30.0
926,0.0,3,229.0
927,0.0,2,30.0
928,0.0,3,42.0
929,0.0,2,212.0
930,0.0,4,50.0
931,0.0,2,232.0
932,0.0,2,177.0
933,0.0,4,134.0
934,0.0,4,30.0
935,0.0,3,181.0
936,0.0,2,38.0
937,0.0,3,455.0
938,0.0,6,58.0
939,0.0,4,30.0
940,17.75335513667912,3,30.0
941,0.0,2,137.0
942,0.0,2,30.0
943,0.0,4,30.0
944,0.0,6,51.0
945,0.0,3,30.0
946,3.3528907423712444,7,1728.0
947,0.0,7,1188.0
948,0.0,9,622.0
949,0.0,10,220.0
950,0.0,4,30.0
951,0.0,3,32.0
952,0.0,4,107.0
953,0.0,2,30.0
954,0.0,2,30.0
955,0.0,2,355.0
956,0.0,4,375.0
957,0.0,4,32.0
958,50.07323273852374,3,79.0
959,0.0,2,30.0
960,0.0,2,30.0
961,0.0,2,30.0
962,0.0,2,38.0
963,0.0,4,138.0
964,0.0,10,262.0
965,0.0,3,30.0
966,0.0,2,30.0
967,0.0,4,113.0
968,0.0,2,30.0
969,0.0,2,1074.0
970,0.0,2,563.0
971,0.0,2,30.0
972,0.0,4,127.0
973,0.0,1,35.0
974,0.0,3,30.0
975,0.0,2,30.0
976,64.58265756415766,6,442.0
977,0.0,4,67.0
978,0.0,6,149.0
979,0.0,6,222.0
980,1.6352205591056126,3,30.0
981,0.0,2,44.0
982,0.0,2,68.0
983,0.0,3,544.0
984,0.0,2,30.0
985,0.0,2,56.0
986,0.0,3,30.0
987,0.0,4,139.0
988,0.0,2,30.0
989,0.0,3,34.0
990,0.0,2,117.0
991,0.0,6,179.0
992,0.0,4,30.0
993,0.0,2,1921.0
994,0.0,2,30.0
995,0.0,2,30.0
996,0.0,2,57.0
997,0.0,1,30.0
998,0.0,2,30.0
999,0.0,2,30.0
1000,0.0,2,451.0
1001,0.0,2,30.0
1002,0.0,2,195.0
1003,0.0,2,30.0
1004,0.0,5,371.0
1005,0.0,2,33.0
1006,0.0,4,275.0
1007,0.0,3,652.0
1008,0.0,5,30.0
1009,0.0,2,44.0
1010,0.0,2,34.0
1011,0.0,2,64.0
1012,0.0,2,30.0
1013,0.0,3,66.0
1014,0.0,3,30.0
1015,0.0,4,487.0
1016,0.0,2,37.0
1017,0.0,2,30.0
1018,0.0,4,30.0
1019,0.0,2,30.0
1020,0.0,3,30.0
1021,0.0,6,30.0
1022,0.0,3,139.0
1023,0.33186248566115445,3,30.0
1024,21.453755003498106,3,67.0
1025,0.0,3,41.0
1026,0.0,2,818.0
1027,0.0,2,30.0
1028,0.0,6,30.0
1029,0.0,5,162.0
1030,0.0,2,30.0
1031,0.0,3,139.0
1032,0.0,3,135.0
1033,0.0,2,30.0
1034,0.0,5,67.0
1035,0.0,5,30.0
1036,0.0,2,30.0
1037,0.0,3,62.0
1038,0.0,3,30.0
1039,0.0,4,30.0
